Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:40,7,16,.438,0,2,.000,4,4,1.000,0,14,14,11,1,0,3,0,18,+18,0
George Hill,34:21,5,11,.455,1,4,.250,7,8,.875,2,0,2,1,1,3,3,2,18,+15,0
Cedi Osman,21:27,4,5,.800,2,3,.667,0,0,nan,0,3,3,1,1,1,1,1,10,+3,0
Tristan Thompson,16:20,1,3,.333,0,0,nan,0,0,nan,0,5,5,1,0,1,2,4,2,-4,0
J.R. Smith,15:25,1,5,.200,1,4,.250,2,2,1.000,0,0,0,2,2,0,2,4,5,-6,0
Larry Nance,26:38,6,11,.545,0,0,nan,3,3,1.000,4,4,8,2,4,2,1,4,15,+26,0
Rodney Hood,24:31,4,11,.364,2,5,.400,0,0,nan,0,3,3,2,1,0,0,2,10,+21,0
Kyle Korver,21:13,2,4,.500,2,3,.667,3,3,1.000,0,2,2,0,1,0,1,2,9,+11,0
Jordan Clarkson,19:51,6,13,.462,2,6,.333,0,0,nan,0,4,4,2,0,1,4,1,14,+17,0
Jeff Green,15:04,2,6,.333,0,1,.000,2,2,1.000,1,3,4,1,0,0,0,2,6,+3,0
John Holland,3:18,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,0,2,0,0,0,3,+5,0
Jose Calderon,3:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,3,0,0,0,1,0,+5,0
Ante Zizic,1:54,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,1,1,0,2,+1,0
Team Totals,240,40,87,.460,11,29,.379,21,22,.955,7,39,46,26,13,9,18,23,112,nan,0
Dillon Brooks,31:18,4,11,.364,0,3,.000,4,5,.800,0,3,3,1,1,0,2,2,12,-14,1
Tyreke Evans,30:44,5,13,.385,3,7,.429,2,2,1.000,1,3,4,10,3,0,4,0,15,-2,1
Marc Gasol,30:29,5,12,.417,1,3,.333,3,4,.750,0,9,9,4,0,1,5,4,14,-11,1
Andrew Harrison,28:16,3,11,.273,1,3,.333,2,2,1.000,0,1,1,2,0,0,0,4,9,-14,1
JaMychal Green,23:56,6,11,.545,1,3,.333,2,2,1.000,3,7,10,1,1,1,1,5,15,+14,1
Mario Chalmers,25:37,2,10,.200,0,2,.000,0,1,.000,0,1,1,1,2,0,4,4,4,-18,1
Ben McLemore,24:12,2,6,.333,1,1,1.000,0,0,nan,0,1,1,1,1,1,2,1,5,-34,1
Jarell Martin,23:20,3,6,.500,2,2,1.000,1,2,.500,1,3,4,1,2,0,1,5,9,-19,1
Deyonta Davis,17:31,3,3,1.000,0,0,nan,0,0,nan,0,3,3,1,0,1,0,0,6,-12,1
Ivan Rabb,4:37,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,2,0,0,-5,1
Brice Johnson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Chandler Parsons,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,87,.460,11,29,.379,21,22,.955,7,39,46,26,13,9,18,23,112,nan,240,1
