Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,47:37,16,28,.571,3,5,.600,6,9,.667,1,4,5,3,2,0,4,3,41,+1,0
Larry Hughes,40:11,6,15,.400,1,2,.500,3,4,.750,2,1,3,2,4,0,3,1,16,+3,0
Eric Snow,36:55,1,3,.333,0,0,nan,2,2,1.000,1,3,4,3,1,0,3,4,4,+2,0
Zydrunas Ilgauskas,31:29,4,12,.333,0,0,nan,7,8,.875,2,6,8,0,0,1,0,6,15,-2,0
Drew Gooden,24:09,3,8,.375,0,0,nan,2,2,1.000,2,6,8,1,0,0,2,4,8,-3,0
Donyell Marshall,28:57,1,8,.125,0,3,.000,2,2,1.000,1,3,4,1,1,1,0,1,4,+5,0
Ronald Murray,12:24,1,6,.167,0,3,.000,0,0,nan,1,2,3,2,1,0,0,1,2,-4,0
Anderson Varejao,11:10,2,4,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,0,3,4,+2,0
Damon Jones,7:07,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,2,1,0,0,1,3,+1,0
Team Totals,240,35,85,.412,5,14,.357,22,27,.815,11,27,38,14,10,2,12,24,97,nan,0
Caron Butler,46:13,8,16,.500,0,2,.000,4,4,1.000,1,10,11,2,1,1,2,4,20,-2,1
Gilbert Arenas,46:04,12,25,.480,2,7,.286,8,11,.727,2,4,6,2,2,1,6,3,34,-5,1
Antawn Jamison,40:51,4,13,.308,0,4,.000,6,6,1.000,1,9,10,3,1,1,1,3,14,+9,1
Jared Jeffries,30:27,4,6,.667,0,0,nan,1,1,1.000,1,4,5,0,0,2,3,3,9,-4,1
Brendan Haywood,28:20,2,4,.500,0,0,nan,2,6,.333,1,3,4,1,1,5,1,5,6,-1,1
Antonio Daniels,31:39,3,5,.600,0,0,nan,5,5,1.000,0,0,0,3,0,0,3,0,11,-1,1
Michael Ruffin,16:26,1,2,.500,0,0,nan,0,0,nan,1,4,5,0,0,2,1,3,2,-1,1
240,35,85,.412,5,14,.357,22,27,.815,11,27,38,14,10,2,12,24,97,nan,240,1
