Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jalen Rose,39:00,7,15,.467,1,2,.500,6,8,.750,1,3,4,1,1,0,2,1,21,-13,0
Morris Peterson,35:00,7,17,.412,0,1,.000,2,2,1.000,0,1,1,3,1,0,0,1,16,-10,0
Chris Bosh,23:00,2,8,.250,0,0,nan,2,4,.500,2,2,4,0,1,1,3,2,6,-20,0
Rafer Alston,8:00,2,4,.500,1,1,1.000,0,0,nan,0,1,1,2,1,0,3,0,5,-6,0
Rafael Araujo,7:00,0,0,nan,0,0,nan,1,2,.500,1,1,2,0,0,0,2,4,1,-4,0
Milt Palacio,40:00,7,15,.467,0,0,nan,0,1,.000,0,3,3,9,2,0,2,1,14,-7,0
Donyell Marshall,34:00,2,6,.333,2,5,.400,0,0,nan,1,5,6,4,3,0,1,4,6,+3,0
Matt Bonner,25:00,6,10,.600,1,3,.333,0,0,nan,0,3,3,0,0,1,0,0,13,-4,0
Loren Woods,21:00,3,6,.500,0,0,nan,1,2,.500,5,4,9,2,2,1,0,2,7,-12,0
Aaron Williams,8:00,0,2,.000,0,0,nan,2,2,1.000,1,1,2,0,0,0,0,0,2,+8,0
Team Totals,240,36,83,.434,5,12,.417,14,21,.667,11,24,35,21,11,3,13,15,91,nan,0
LeBron James,36:00,6,14,.429,0,3,.000,3,4,.750,1,7,8,11,3,0,2,1,15,+15,1
Zydrunas Ilgauskas,35:00,8,14,.571,0,1,.000,7,9,.778,1,6,7,0,0,3,4,1,23,+21,1
Jeff McInnis,34:00,8,12,.667,1,2,.500,0,0,nan,0,2,2,6,1,0,2,0,17,+19,1
Sasha Pavlovic,21:00,2,5,.400,1,2,.500,0,0,nan,0,2,2,2,1,0,1,5,5,+7,1
Drew Gooden,19:00,4,5,.800,0,0,nan,0,0,nan,0,6,6,1,0,1,3,4,8,+12,1
Robert Traylor,29:00,7,8,.875,0,0,nan,1,4,.250,6,7,13,4,0,0,1,5,15,+1,1
Lucious Harris,23:00,5,10,.500,1,3,.333,0,0,nan,0,2,2,0,0,0,2,2,11,+9,1
Ira Newble,16:00,2,5,.400,0,0,nan,0,0,nan,0,0,0,1,1,0,1,0,4,-5,1
Eric Snow,14:00,1,2,.500,0,0,nan,0,0,nan,0,2,2,5,0,1,2,1,2,-6,1
Jerome Moiso,13:00,2,3,.667,0,0,nan,0,0,nan,1,2,3,1,1,1,0,2,4,-8,1
240,36,83,.434,5,12,.417,14,21,.667,11,24,35,21,11,3,13,15,91,nan,240,1
