Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Rajon Rondo,44:20,8,20,.400,0,1,.000,0,0,nan,3,6,9,7,1,0,4,3,16,-15,0
Paul Pierce,39:38,5,18,.278,2,4,.500,0,0,nan,0,2,2,3,1,0,1,1,12,-16,0
Ray Allen,38:42,1,7,.143,1,4,.250,3,7,.429,2,3,5,2,2,0,1,2,6,-9,0
Brandon Bass,34:00,4,11,.364,0,0,nan,0,2,.000,0,2,2,1,0,0,0,3,8,-11,0
Kevin Garnett,30:41,9,16,.563,0,0,nan,5,6,.833,3,7,10,2,1,1,1,5,23,-9,0
Mickael Pietrus,16:43,0,1,.000,0,1,.000,1,4,.250,0,0,0,0,1,0,0,3,1,-11,0
Keyon Dooling,11:52,1,3,.333,1,3,.333,0,0,nan,0,0,0,1,0,0,0,1,3,-5,0
Greg Stiemsma,11:37,2,2,1.000,0,0,nan,2,2,1.000,1,3,4,1,0,0,0,1,6,-3,0
Sasha Pavlovic,3:44,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Ryan Hollins,3:40,1,1,1.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,2,+1,0
Marquis Daniels,1:41,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+2,0
E'Twaun Moore,1:41,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,+2,0
Sean Williams,1:41,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,+2,0
Team Totals,240,32,81,.395,4,14,.286,11,21,.524,10,23,33,19,6,1,8,19,79,nan,0
LeBron James,43:53,13,22,.591,0,3,.000,6,9,.667,1,12,13,3,1,3,3,2,32,+17,1
Mario Chalmers,39:31,3,9,.333,0,6,.000,3,4,.750,1,4,5,4,0,1,1,0,9,+9,1
Dwyane Wade,38:14,8,13,.615,0,1,.000,6,6,1.000,2,1,3,7,1,2,4,2,22,+16,1
Shane Battier,35:49,4,11,.364,2,9,.222,0,0,nan,2,8,10,2,1,2,0,2,10,+16,1
Ronny Turiaf,18:28,2,3,.667,0,0,nan,0,0,nan,1,4,5,0,0,1,1,3,4,+6,1
Joel Anthony,20:20,1,2,.500,0,0,nan,1,4,.250,2,4,6,0,0,2,1,5,3,+6,1
Udonis Haslem,15:15,0,2,.000,0,0,nan,0,0,nan,2,0,2,1,0,0,1,3,0,+3,1
Mike Miller,12:06,3,5,.600,2,2,1.000,0,0,nan,2,1,3,0,0,0,1,4,8,-5,1
James Jones,10:04,1,3,.333,1,3,.333,0,0,nan,0,1,1,0,0,0,0,0,3,+4,1
Norris Cole,4:39,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,1,0,0,0,0,0,1
Juwan Howard,1:41,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-2,1
240,32,81,.395,4,14,.286,11,21,.524,10,23,33,19,6,1,8,19,79,nan,240,1
