Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:51,10,20,.500,2,4,.500,7,9,.778,1,8,9,13,2,0,5,2,29,-18,0
Kevin Love,34:54,7,18,.389,3,8,.375,5,5,1.000,4,6,10,1,2,1,1,1,22,-12,0
George Hill,33:55,5,12,.417,3,6,.500,2,2,1.000,2,0,2,3,2,1,1,5,15,-11,0
J.R. Smith,31:07,2,9,.222,1,4,.250,0,1,.000,0,1,1,2,2,0,1,0,5,-9,0
Tristan Thompson,23:19,5,8,.625,0,0,nan,1,2,.500,3,2,5,0,0,0,0,2,11,-1,0
Jeff Green,19:47,2,7,.286,0,2,.000,2,2,1.000,0,2,2,1,0,0,0,0,6,-11,0
Kyle Korver,17:21,0,3,.000,0,1,.000,1,1,1.000,2,0,2,1,0,1,0,2,1,-18,0
Larry Nance,12:22,0,1,.000,0,0,nan,2,4,.500,3,3,6,1,0,1,1,0,2,-13,0
Jordan Clarkson,8:04,1,4,.250,0,0,nan,0,0,nan,0,1,1,1,1,0,1,1,2,-4,0
Cedi Osman,4:17,1,2,.500,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,2,-1,0
Rodney Hood,4:09,1,2,.500,0,1,.000,0,0,nan,0,1,1,1,0,0,0,0,2,-1,0
Jose Calderon,3:27,2,3,.667,0,0,nan,0,0,nan,1,1,2,1,0,0,0,0,4,+2,0
Ante Zizic,3:27,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,2,+2,0
Team Totals,240,37,90,.411,9,27,.333,20,26,.769,16,26,42,25,9,4,10,15,103,nan,0
Draymond Green,39:21,2,4,.500,0,2,.000,1,2,.500,2,6,8,7,0,1,0,5,5,+19,1
Kevin Durant,38:10,10,14,.714,2,3,.667,4,4,1.000,0,9,9,7,0,2,3,3,26,+24,1
Stephen Curry,37:53,11,26,.423,9,17,.529,2,2,1.000,1,6,7,8,1,0,5,3,33,+19,1
Klay Thompson,33:42,8,13,.615,3,8,.375,1,2,.500,0,2,2,1,1,0,2,3,20,+11,1
JaVale McGee,17:48,6,6,1.000,0,0,nan,0,1,.000,1,1,2,0,0,1,0,4,12,0,1
Shaun Livingston,15:18,5,5,1.000,0,0,nan,0,0,nan,1,4,5,1,0,0,1,1,10,+8,1
Nick Young,14:11,0,5,.000,0,4,.000,0,0,nan,0,1,1,0,0,0,0,1,0,0,1
Kevon Looney,11:28,0,0,nan,0,0,nan,0,4,.000,0,1,1,1,0,0,0,0,0,+6,1
David West,10:56,1,1,1.000,1,1,1.000,0,0,nan,1,2,3,2,0,3,1,2,3,+10,1
Jordan Bell,10:52,2,3,.667,0,0,nan,1,2,.500,0,1,1,1,1,0,0,3,5,+4,1
Zaza Pachulia,3:27,1,2,.500,0,0,nan,4,4,1.000,1,1,2,0,0,1,0,0,6,-2,1
Quinn Cook,3:27,1,3,.333,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,2,-2,1
Patrick McCaw,3:27,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,37,90,.411,9,27,.333,20,26,.769,16,26,42,25,9,4,10,15,103,nan,240,1
