Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tony Parker,36:21,9,16,.563,0,0,nan,6,10,.600,0,1,1,4,1,0,2,5,24,-14,0
Tim Duncan,26:38,2,7,.286,0,0,nan,2,2,1.000,1,6,7,1,0,1,0,1,6,-12,0
Michael Finley,26:01,2,5,.400,2,4,.500,2,2,1.000,0,4,4,1,0,0,3,0,8,-1,0
Manu Ginobili,22:36,2,9,.222,0,6,.000,0,0,nan,1,3,4,4,2,0,0,4,4,-10,0
Matt Bonner,18:39,3,5,.600,2,2,1.000,0,0,nan,1,0,1,0,0,0,1,5,8,-7,0
Drew Gooden,27:07,7,12,.583,0,0,nan,1,1,1.000,2,3,5,0,0,0,1,2,15,-14,0
Roger Mason,21:33,3,9,.333,0,1,.000,2,2,1.000,0,1,1,2,1,1,0,1,8,-12,0
Bruce Bowen,17:10,1,4,.250,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,2,-17,0
Kurt Thomas,15:37,1,4,.250,0,0,nan,0,0,nan,5,4,9,0,1,0,1,1,2,-3,0
Jacque Vaughn,11:39,1,2,.500,0,0,nan,0,0,nan,0,0,0,1,1,0,1,0,2,-6,0
Ime Udoka,10:53,0,5,.000,0,3,.000,2,2,1.000,0,1,1,0,0,0,1,1,2,-6,0
George Hill,5:46,0,1,.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,0,+2,0
Team Totals,240,31,79,.392,4,16,.250,15,19,.789,11,23,34,14,6,2,10,21,81,nan,0
Delonte West,36:47,10,15,.667,2,2,1.000,0,0,nan,0,6,6,1,1,0,3,0,22,+16,1
LeBron James,36:43,14,21,.667,2,5,.400,8,8,1.000,0,7,7,6,1,0,2,1,38,+7,1
Zydrunas Ilgauskas,35:48,3,6,.500,0,0,nan,2,2,1.000,1,9,10,2,0,1,2,2,8,+19,1
Mo Williams,34:55,9,15,.600,4,6,.667,0,0,nan,0,5,5,4,2,0,0,2,22,+20,1
Darnell Jackson,24:13,0,2,.000,0,0,nan,4,6,.667,3,2,5,0,0,1,1,2,4,+5,1
Daniel Gibson,25:43,0,5,.000,0,3,.000,0,0,nan,0,1,1,0,0,0,0,4,0,+15,1
Joe Smith,21:54,3,5,.600,0,0,nan,1,2,.500,2,3,5,1,2,1,0,5,7,+20,1
Wally Szczerbiak,13:26,0,2,.000,0,1,.000,0,1,.000,1,2,3,2,0,0,1,1,0,+1,1
Sasha Pavlovic,6:27,0,2,.000,0,1,.000,0,0,nan,1,0,1,0,0,0,1,1,0,-1,1
J.J. Hickson,2:57,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+2,1
Tarence Kinsey,1:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,1
240,31,79,.392,4,16,.250,15,19,.789,11,23,34,14,6,2,10,21,81,nan,240,1
