Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tayshaun Prince,28:07,4,11,.364,0,1,.000,0,0,nan,1,1,2,2,2,0,0,0,8,-15,0
Richard Hamilton,24:00,3,11,.273,1,5,.200,2,2,1.000,0,2,2,2,0,0,1,2,9,-21,0
Rodney Stuckey,22:40,1,7,.143,1,1,1.000,5,6,.833,0,1,1,1,0,0,4,2,8,-13,0
Jason Maxiell,19:29,1,4,.250,0,0,nan,0,2,.000,2,1,3,0,0,1,0,1,2,-12,0
Ben Wallace,17:41,2,4,.500,0,0,nan,0,0,nan,1,5,6,0,1,1,0,2,4,-17,0
Greg Monroe,30:51,7,8,.875,0,0,nan,1,4,.250,4,4,8,0,1,0,4,2,15,-10,0
Will Bynum,25:20,2,7,.286,0,1,.000,1,1,1.000,1,1,2,2,0,0,2,2,5,-12,0
Ben Gordon,24:00,2,4,.500,1,3,.333,0,0,nan,0,3,3,2,0,0,2,2,5,-4,0
Charlie Villanueva,21:15,4,10,.400,2,5,.400,0,2,.000,1,5,6,1,0,1,1,2,10,-11,0
Austin Daye,12:52,1,7,.143,0,3,.000,0,0,nan,1,1,2,0,1,0,1,0,2,-5,0
Tracy McGrady,7:01,0,0,nan,0,0,nan,0,0,nan,0,2,2,1,0,0,0,0,0,-5,0
Chris Wilcox,6:44,1,3,.333,0,0,nan,2,2,1.000,2,0,2,0,0,0,1,1,4,0,0
Team Totals,240,28,76,.368,5,19,.263,11,19,.579,13,26,39,11,5,3,16,16,72,nan,0
LeBron James,31:14,8,15,.533,1,1,1.000,1,2,.500,2,4,6,3,1,0,4,0,18,+17,1
Chris Bosh,29:02,6,11,.545,0,0,nan,4,8,.500,1,6,7,4,1,0,0,3,16,+23,1
Carlos Arroyo,26:58,2,7,.286,0,1,.000,0,0,nan,0,5,5,5,1,0,2,2,4,+9,1
Dwyane Wade,18:29,7,9,.778,0,0,nan,2,5,.400,0,2,2,1,2,0,3,4,16,+19,1
Zydrunas Ilgauskas,17:09,3,5,.600,0,0,nan,2,2,1.000,1,4,5,1,0,2,0,1,8,+15,1
James Jones,28:03,3,8,.375,3,6,.500,0,0,nan,4,3,7,0,0,0,0,1,9,+22,1
Mario Chalmers,24:04,1,4,.250,0,1,.000,2,2,1.000,0,4,4,6,3,0,0,0,4,+11,1
Joel Anthony,22:40,0,3,.000,0,0,nan,0,0,nan,1,2,3,0,1,2,1,1,0,+17,1
Juwan Howard,18:58,6,9,.667,0,0,nan,0,0,nan,1,3,4,1,1,0,0,3,12,+2,1
Eddie House,15:12,3,5,.600,2,3,.667,2,2,1.000,0,1,1,2,0,0,0,0,10,-3,1
Erick Dampier,8:11,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,3,0,-7,1
240,28,76,.368,5,19,.263,11,19,.579,13,26,39,11,5,3,16,16,72,nan,240,1
