Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tayshaun Prince,38:38,8,11,.727,0,1,.000,0,0,nan,1,7,8,3,0,1,0,0,16,+19,0
Chauncey Billups,37:10,4,13,.308,2,4,.500,7,7,1.000,0,3,3,10,0,0,0,1,17,+20,0
Richard Hamilton,29:25,4,10,.400,0,0,nan,3,3,1.000,1,5,6,2,1,0,3,1,11,+5,0
Rasheed Wallace,25:53,4,12,.333,0,3,.000,1,2,.500,0,6,6,0,1,0,2,1,9,+8,0
Nazr Mohammed,22:59,4,9,.444,0,0,nan,2,2,1.000,4,2,6,0,1,0,3,3,10,+3,0
Antonio McDyess,23:38,5,8,.625,0,0,nan,1,1,1.000,3,8,11,0,2,1,0,4,11,+11,0
Jason Maxiell,16:59,5,7,.714,0,0,nan,1,5,.200,1,2,3,0,0,1,1,2,11,+14,0
Carlos Delfino,16:26,0,2,.000,0,0,nan,0,0,nan,1,3,4,1,0,1,0,2,0,+9,0
Will Blalock,10:50,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,0,0,-4,0
Ronald Murray,9:36,0,3,.000,0,0,nan,0,0,nan,0,0,0,1,0,1,0,1,0,+1,0
Dale Davis,6:18,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-4,0
Ronald Dupree,2:07,1,4,.250,0,0,nan,0,0,nan,2,0,2,0,0,0,0,0,2,-2,0
Team Totals,240,35,80,.438,2,8,.250,15,20,.750,13,37,50,18,5,5,10,16,87,nan,0
LeBron James,43:00,9,20,.450,0,1,.000,8,8,1.000,2,8,10,5,2,0,1,1,26,-20,1
Larry Hughes,37:56,5,17,.294,0,3,.000,2,6,.333,2,6,8,4,1,0,2,2,12,-16,1
Zydrunas Ilgauskas,30:07,7,13,.538,0,0,nan,2,2,1.000,2,4,6,1,0,1,1,1,16,-10,1
Drew Gooden,28:00,3,9,.333,0,0,nan,0,0,nan,1,4,5,0,1,1,2,3,6,-3,1
Eric Snow,22:45,0,0,nan,0,0,nan,0,0,nan,0,1,1,4,0,0,1,0,0,-4,1
Anderson Varejao,20:00,0,6,.000,0,0,nan,1,4,.250,2,2,4,0,2,0,1,4,1,-13,1
Damon Jones,18:18,1,6,.167,1,4,.250,0,0,nan,0,2,2,0,0,0,0,1,3,-4,1
Daniel Gibson,17:59,0,3,.000,0,1,.000,0,0,nan,2,1,3,0,0,0,1,5,0,-8,1
Donyell Marshall,15:34,1,3,.333,1,2,.500,0,0,nan,2,2,4,0,0,1,0,0,3,-8,1
Sasha Pavlovic,2:07,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+2,1
David Wesley,2:07,0,0,nan,0,0,nan,2,2,1.000,0,0,0,1,0,1,0,0,2,+2,1
Scot Pollard,2:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
240,35,80,.438,2,8,.250,15,20,.750,13,37,50,18,5,5,10,16,87,nan,240,1
