Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jeff McInnis,41:00,7,15,.467,2,4,.500,1,1,1.000,1,1,2,10,1,0,0,3,17,+5,0
LeBron James,39:00,5,18,.278,0,2,.000,1,3,.333,2,5,7,5,2,1,2,1,11,-5,0
Zydrunas Ilgauskas,37:00,6,19,.316,1,1,1.000,4,8,.500,5,2,7,2,0,5,2,3,17,-6,0
Carlos Boozer,35:00,8,14,.571,0,0,nan,0,0,nan,6,12,18,0,2,1,1,2,16,+8,0
Ira Newble,22:00,2,4,.500,0,0,nan,0,0,nan,1,5,6,2,0,0,2,2,4,-1,0
Tony Battie,20:00,4,6,.667,0,0,nan,0,0,nan,0,7,7,0,0,2,0,1,8,-10,0
Eric Williams,17:00,1,4,.250,1,1,1.000,2,2,1.000,0,2,2,1,0,0,2,2,5,-2,0
Dajuan Wagner,14:00,2,5,.400,1,1,1.000,0,0,nan,0,1,1,0,1,0,1,2,5,0,0
Kevin Ollie,7:00,0,3,.000,0,0,nan,1,1,1.000,1,0,1,0,0,0,1,1,1,-11,0
Jason Kapono,5:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-4,0
DeSagana Diop,3:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,0,0,-4,0
Team Totals,240,35,88,.398,5,9,.556,9,15,.600,16,36,52,21,6,9,12,17,84,nan,0
Jim Jackson,44:00,5,13,.385,3,8,.375,2,2,1.000,1,5,6,4,0,0,2,4,15,+3,1
Steve Francis,42:00,2,11,.182,0,2,.000,4,4,1.000,2,1,3,7,4,1,2,3,8,0,1
Cuttino Mobley,41:00,9,14,.643,2,4,.500,2,3,.667,1,6,7,3,2,0,2,0,22,0,1
Yao Ming,30:00,7,18,.389,0,0,nan,3,4,.750,2,6,8,1,0,3,0,4,17,+7,1
Kelvin Cato,20:00,3,7,.429,0,0,nan,2,3,.667,1,4,5,1,0,2,0,1,8,-4,1
Maurice Taylor,23:00,2,9,.222,0,0,nan,0,2,.000,1,5,6,0,1,0,2,2,4,+5,1
Clarence Weatherspoon,22:00,5,8,.625,0,0,nan,2,4,.500,4,5,9,0,1,1,0,2,12,+4,1
Eric Piatkowski,11:00,2,2,1.000,0,0,nan,0,0,nan,0,3,3,1,0,0,0,0,4,+9,1
Mark Jackson,6:00,0,1,.000,0,1,.000,0,0,nan,0,0,0,2,0,0,1,0,0,+6,1
Adrian Griffin,1:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,1
240,35,88,.398,5,9,.556,9,15,.600,16,36,52,21,6,9,12,17,84,nan,240,1
