Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:02,9,20,.450,2,6,.333,8,12,.667,3,12,15,8,0,2,8,4,28,-22,0
Kyrie Irving,34:53,10,22,.455,3,4,.750,1,1,1.000,3,0,3,2,0,1,4,3,24,-17,0
Kevin Love,34:13,4,13,.308,3,6,.500,4,4,1.000,5,16,21,1,0,3,1,4,15,-11,0
J.R. Smith,28:12,1,4,.250,1,2,.500,0,0,nan,0,0,0,0,0,0,2,1,3,-12,0
Tristan Thompson,22:25,0,3,.000,0,0,nan,0,0,nan,3,1,4,2,0,0,1,2,0,-13,0
Kyle Korver,19:43,0,3,.000,0,3,.000,0,0,nan,0,4,4,1,0,0,0,0,0,-8,0
Deron Williams,18:30,0,4,.000,0,2,.000,0,0,nan,0,3,3,1,0,0,2,3,0,-8,0
Iman Shumpert,16:46,2,6,.333,1,3,.333,0,0,nan,0,5,5,0,0,0,0,1,5,-7,0
Richard Jefferson,14:48,3,6,.500,0,2,.000,3,4,.750,1,3,4,0,0,0,2,5,9,-7,0
Dahntay Jones,4:06,1,2,.500,1,2,.500,4,4,1.000,0,0,0,0,0,0,0,0,7,-1,0
Derrick Williams,4:06,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
James Jones,2:16,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-3,0
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,30,86,.349,11,31,.355,20,25,.800,15,44,59,15,0,6,20,23,91,nan,0
Kevin Durant,37:33,14,26,.538,3,6,.500,7,8,.875,2,7,9,8,0,0,0,1,38,+16,1
Klay Thompson,36:22,3,16,.188,0,5,.000,0,0,nan,2,2,4,4,1,0,0,3,6,+8,1
Draymond Green,36:09,3,12,.250,1,5,.200,2,3,.667,1,10,11,2,2,1,2,4,9,+12,1
Stephen Curry,34:29,11,22,.500,6,11,.545,0,0,nan,1,5,6,10,3,0,2,3,28,+20,1
Zaza Pachulia,14:26,4,5,.800,0,0,nan,0,1,.000,2,3,5,0,2,0,0,3,8,+5,1
Andre Iguodala,23:59,3,4,.750,1,1,1.000,0,2,.000,1,2,3,1,2,1,0,3,7,+14,1
Ian Clark,18:05,1,4,.250,0,3,.000,2,2,1.000,0,1,1,0,1,0,0,0,4,+6,1
Shaun Livingston,15:16,1,5,.200,0,0,nan,0,0,nan,1,1,2,2,1,0,0,1,2,+9,1
David West,8:03,1,4,.250,0,0,nan,0,0,nan,1,0,1,1,0,0,0,3,2,+3,1
JaVale McGee,5:32,2,3,.667,0,0,nan,0,0,nan,3,1,4,1,0,1,0,1,4,+8,1
James Michael McAdoo,4:22,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,2,+3,1
Patrick McCaw,3:28,0,2,.000,0,1,.000,0,0,nan,0,3,3,1,0,0,0,0,0,+3,1
Matt Barnes,2:16,1,2,.500,1,1,1.000,0,0,nan,0,0,0,1,0,0,0,0,3,+3,1
240,30,86,.349,11,31,.355,20,25,.800,15,44,59,15,0,6,20,23,91,nan,240,1
