Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:52,12,21,.571,3,6,.500,5,6,.833,1,7,8,6,6,0,4,1,32,-9,0
Daniel Gibson,29:33,2,4,.500,2,3,.667,1,3,.333,0,1,1,1,0,0,0,3,7,-5,0
Sasha Pavlovic,27:20,3,10,.300,1,4,.250,0,0,nan,2,2,4,1,0,0,2,0,7,-12,0
Drew Gooden,27:06,4,9,.444,0,0,nan,3,4,.750,2,3,5,1,0,0,1,4,11,+3,0
Zydrunas Ilgauskas,18:44,3,8,.375,0,0,nan,1,1,1.000,2,2,4,1,0,0,0,4,7,-11,0
Larry Hughes,24:53,3,10,.300,0,2,.000,2,2,1.000,0,1,1,1,2,0,0,0,8,-11,0
Devin Brown,20:23,2,4,.500,0,1,.000,0,0,nan,0,0,0,1,0,0,1,0,4,-17,0
Anderson Varejao,20:09,3,7,.429,0,1,.000,1,3,.333,2,3,5,4,0,0,0,3,7,-7,0
Ira Newble,17:20,3,6,.500,1,2,.500,0,0,nan,2,0,2,0,2,0,1,2,7,-23,0
Damon Jones,11:33,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,2,0,+4,0
Dwayne Jones,6:07,0,0,nan,0,0,nan,0,2,.000,1,2,3,0,1,0,2,2,0,-2,0
Team Totals,240,35,80,.438,7,20,.350,13,21,.619,12,21,33,16,11,0,12,21,90,nan,0
Quentin Richardson,35:21,6,12,.500,4,7,.571,0,0,nan,2,5,7,2,2,0,0,3,16,+11,1
Jamal Crawford,33:18,7,15,.467,3,6,.500,4,4,1.000,1,1,2,6,1,0,4,4,21,+12,1
Fred Jones,30:05,1,2,.500,1,1,1.000,2,2,1.000,0,1,1,2,0,0,0,1,5,+12,1
Zach Randolph,28:53,7,13,.538,0,2,.000,3,4,.750,0,6,6,1,1,0,3,2,17,+6,1
Eddy Curry,16:45,4,5,.800,0,0,nan,2,4,.500,3,2,5,2,0,0,2,3,10,+2,1
David Lee,38:16,9,12,.750,0,0,nan,4,4,1.000,0,11,11,1,1,0,1,1,22,+17,1
Jared Jeffries,18:58,2,2,1.000,0,0,nan,0,2,.000,2,2,4,2,0,1,1,0,4,+14,1
Nate Robinson,17:42,5,10,.500,0,2,.000,1,1,1.000,0,2,2,0,2,0,0,2,11,+5,1
Malik Rose,12:06,0,1,.000,0,0,nan,2,4,.500,1,1,2,1,0,1,3,3,2,+11,1
Renaldo Balkman,4:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,1,0,0,0,0,1
Mardy Collins,4:18,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,0,1
240,35,80,.438,7,20,.350,13,21,.619,12,21,33,16,11,0,12,21,90,nan,240,1
