Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:38,16,30,.533,4,8,.500,5,8,.625,4,12,16,7,3,3,2,1,41,+13,0
Tristan Thompson,41:32,1,3,.333,0,0,nan,4,10,.400,3,12,15,0,1,2,0,1,6,+11,0
Kyrie Irving,39:47,17,24,.708,5,7,.714,2,2,1.000,0,3,3,6,2,1,4,4,41,+20,0
Kevin Love,32:53,1,5,.200,0,3,.000,0,0,nan,0,3,3,1,0,1,2,4,2,+18,0
J.R. Smith,30:43,3,9,.333,1,2,.500,3,3,1.000,1,1,2,1,1,0,1,5,10,+11,0
Iman Shumpert,25:41,2,4,.500,0,1,.000,0,0,nan,0,1,1,0,1,2,1,0,4,+6,0
Richard Jefferson,14:18,4,6,.667,0,1,.000,0,0,nan,0,1,1,0,3,0,3,1,8,+7,0
Matthew Dellavedova,3:28,0,2,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,2,3,0,-5,0
Mo Williams,3:23,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-3,0
Dahntay Jones,1:52,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,0
Timofey Mozgov,1:52,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,0
James Jones,1:52,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,44,83,.530,10,24,.417,14,23,.609,8,33,41,15,11,9,16,22,112,nan,0
Andre Iguodala,41:02,6,13,.462,1,4,.250,2,2,1.000,4,7,11,6,2,0,3,0,15,-13,1
Klay Thompson,40:31,11,20,.550,6,11,.545,9,9,1.000,0,3,3,1,0,0,1,2,37,-21,1
Stephen Curry,40:07,8,21,.381,5,15,.333,4,4,1.000,2,5,7,4,0,3,4,2,25,-6,1
Harrison Barnes,37:54,2,14,.143,1,6,.167,0,2,.000,1,4,5,1,1,1,0,1,5,-6,1
Andrew Bogut,7:35,0,0,nan,0,0,nan,0,0,nan,1,2,3,0,0,3,2,4,0,-6,1
Shaun Livingston,21:13,3,7,.429,0,1,.000,1,1,1.000,1,3,4,3,1,0,3,1,7,-16,1
Marreese Speights,11:20,0,6,.000,0,3,.000,0,0,nan,1,2,3,2,1,0,2,2,0,+1,1
Leandro Barbosa,9:53,1,3,.333,1,2,.500,0,0,nan,0,0,0,0,0,0,2,3,3,-5,1
Festus Ezeli,9:31,1,3,.333,0,0,nan,0,0,nan,2,1,3,0,0,1,0,2,2,+4,1
Anderson Varejao,8:36,0,0,nan,0,0,nan,3,8,.375,1,0,1,1,0,0,0,0,3,+5,1
James Michael McAdoo,7:37,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,3,0,-10,1
Brandon Rush,4:41,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,1,1,0,1,0,-2,1
Draymond Green,Player Suspended,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,44,83,.530,10,24,.417,14,23,.609,8,33,41,15,11,9,16,22,112,nan,240,1
