Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:17,13,24,.542,2,5,.400,7,9,.778,1,11,12,8,1,2,3,5,35,+2,0
Ronald Murray,38:52,6,12,.500,2,3,.667,2,4,.500,0,2,2,3,2,0,2,3,16,+10,0
Eric Snow,32:44,1,5,.200,0,0,nan,0,0,nan,0,2,2,3,1,0,2,6,2,+8,0
Drew Gooden,26:36,7,9,.778,0,0,nan,2,3,.667,1,3,4,0,1,0,2,1,16,+6,0
Zydrunas Ilgauskas,24:57,5,13,.385,0,0,nan,2,2,1.000,6,3,9,0,0,2,4,3,12,+3,0
Donyell Marshall,23:48,4,8,.500,1,3,.333,4,5,.800,4,5,9,2,0,0,3,2,13,-5,0
Damon Jones,21:22,0,5,.000,0,3,.000,0,0,nan,3,1,4,2,0,0,1,3,0,-3,0
Anderson Varejao,20:39,3,5,.600,0,0,nan,1,2,.500,2,5,7,0,0,1,0,1,7,+4,0
Sasha Pavlovic,9:12,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,3,2,0,-6,0
Ira Newble,0:33,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Team Totals,240,39,81,.481,5,14,.357,18,25,.720,17,32,49,18,6,5,20,26,101,nan,0
Brevin Knight,39:40,3,9,.333,0,0,nan,3,3,1.000,0,1,1,7,4,0,2,3,9,0,1
Gerald Wallace,39:33,5,11,.455,1,1,1.000,6,9,.667,3,6,9,3,2,1,1,5,17,-8,1
Raymond Felton,38:53,8,22,.364,2,10,.200,2,2,1.000,1,0,1,4,4,0,6,2,20,-5,1
Jumaine Jones,35:37,6,16,.375,1,4,.250,5,8,.625,3,5,8,2,0,1,1,5,18,+4,1
Primoz Brezec,34:23,5,11,.455,0,0,nan,1,1,1.000,5,2,7,1,1,2,0,2,11,-3,1
Bernard Robinson,20:51,4,8,.500,0,0,nan,4,4,1.000,0,0,0,0,0,1,0,2,12,-5,1
Matt Carroll,17:55,0,2,.000,0,1,.000,4,4,1.000,1,5,6,1,0,1,0,1,4,-1,1
Jake Voskuhl,13:07,3,6,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,1,3,6,-2,1
240,39,81,.481,5,14,.357,18,25,.720,17,32,49,18,6,5,20,26,101,nan,240,1
