Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Allen Iverson,38:24,10,25,.400,1,3,.333,17,19,.895,0,1,1,8,1,0,3,2,38,-22,0
Andre Iguodala,32:44,0,2,.000,0,0,nan,4,4,1.000,2,1,3,2,2,0,2,4,4,-18,0
Chris Webber,32:12,9,17,.529,1,2,.500,2,2,1.000,4,5,9,5,0,1,2,3,21,-33,0
Kevin Ollie,25:31,2,3,.667,0,0,nan,0,0,nan,0,1,1,4,0,1,0,2,4,-22,0
Samuel Dalembert,22:36,1,4,.250,0,0,nan,0,0,nan,0,3,3,0,0,3,1,3,2,-7,0
Kyle Korver,29:00,4,9,.444,3,6,.500,0,0,nan,1,4,5,0,3,0,1,3,11,-26,0
John Salmons,20:06,0,3,.000,0,1,.000,0,2,.000,0,1,1,1,0,0,0,2,0,-14,0
Shavlik Randolph,11:36,0,3,.000,0,0,nan,1,2,.500,1,2,3,0,0,0,0,1,1,+2,0
Willie Green,10:34,4,6,.667,1,2,.500,0,0,nan,0,0,0,0,0,0,1,1,9,-11,0
Matt Barnes,9:58,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,2,1,1,-11,0
Michael Bradley,4:40,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Steven Hunter,2:39,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-1,0
Team Totals,240,30,75,.400,6,16,.375,25,31,.806,8,19,27,20,7,5,12,22,91,nan,0
LeBron James,34:40,13,22,.591,4,10,.400,7,9,.778,1,3,4,7,4,0,3,4,37,+15,1
Ronald Murray,30:50,6,9,.667,3,3,1.000,1,1,1.000,1,2,3,5,2,1,2,3,16,+29,1
Drew Gooden,24:51,11,16,.688,0,0,nan,1,1,1.000,2,3,5,2,0,1,0,2,23,+13,1
Eric Snow,18:09,0,3,.000,0,0,nan,0,0,nan,1,1,2,6,0,0,0,3,0,+21,1
Zydrunas Ilgauskas,2:26,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
Anderson Varejao,33:39,4,5,.800,0,0,nan,3,4,.750,3,11,14,1,0,1,1,3,11,+32,1
Damon Jones,26:54,4,7,.571,4,7,.571,0,0,nan,1,5,6,4,0,0,1,1,12,+15,1
Donyell Marshall,24:11,3,8,.375,0,2,.000,0,0,nan,2,8,10,2,1,2,2,1,6,+16,1
Larry Hughes,19:48,3,8,.375,0,0,nan,4,6,.667,1,0,1,3,2,0,4,4,10,+11,1
Alan Henderson,10:53,2,3,.667,0,0,nan,2,2,1.000,2,2,4,0,0,0,2,1,6,+3,1
Sasha Pavlovic,7:01,0,1,.000,0,0,nan,1,2,.500,0,0,0,0,0,0,2,2,1,+5,1
Ira Newble,6:38,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,+3,1
240,30,75,.400,6,16,.375,25,31,.806,8,19,27,20,7,5,12,22,91,nan,240,1
