Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:19,8,22,.364,3,7,.429,6,8,.750,7,5,12,10,3,2,4,1,25,+1,0
Dwyane Wade,38:14,4,11,.364,0,1,.000,3,4,.750,0,6,6,5,0,0,2,3,11,-4,0
Chris Bosh,35:38,5,10,.500,0,2,.000,1,2,.500,3,4,7,3,1,2,1,3,11,-18,0
Mario Chalmers,34:08,5,8,.625,3,6,.500,4,5,.800,0,0,0,2,0,0,4,4,17,-2,0
Udonis Haslem,13:23,2,3,.667,0,0,nan,2,2,1.000,1,1,2,0,0,0,1,2,6,-8,0
Ray Allen,28:25,3,7,.429,3,6,.500,1,1,1.000,0,3,3,1,5,0,1,3,10,+16,0
Shane Battier,25:47,4,8,.500,3,7,.429,0,0,nan,0,0,0,0,0,1,0,1,11,+13,0
Chris Andersen,14:54,1,2,.500,0,0,nan,5,8,.625,0,4,4,0,0,1,0,2,7,+16,0
Norris Cole,7:12,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+1,0
Team Totals,240,32,72,.444,12,29,.414,22,30,.733,11,23,34,21,9,6,13,20,98,nan,0
Wayne Ellington,41:16,7,17,.412,3,7,.429,3,3,1.000,2,5,7,4,1,0,4,4,20,+12,1
Tristan Thompson,36:50,8,15,.533,0,0,nan,2,4,.500,4,4,8,2,3,0,2,2,18,+13,1
Shaun Livingston,36:30,6,11,.545,0,0,nan,2,2,1.000,0,3,3,6,2,0,2,4,14,+13,1
Alonzo Gee,32:06,4,9,.444,1,3,.333,1,2,.500,0,3,3,0,0,0,0,3,10,+1,1
Tyler Zeller,23:10,4,6,.667,0,0,nan,4,4,1.000,4,7,11,0,1,1,1,4,12,+28,1
C.J. Miles,24:00,3,10,.300,2,6,.333,2,2,1.000,2,1,3,5,0,0,0,1,10,+1,1
Luke Walton,16:26,1,3,.333,0,1,.000,0,0,nan,2,0,2,2,1,0,2,4,2,-34,1
Daniel Gibson,14:12,2,4,.500,1,3,.333,0,0,nan,0,0,0,0,0,0,2,1,5,-26,1
Marreese Speights,11:23,2,5,.400,0,0,nan,0,0,nan,1,3,4,0,0,1,1,2,4,-18,1
Omri Casspi,4:07,0,1,.000,0,1,.000,0,0,nan,0,1,1,1,0,0,2,0,0,-5,1
240,32,72,.444,12,29,.414,22,30,.733,11,23,34,21,9,6,13,20,98,nan,240,1
