Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Al Harrington,31:39,3,13,.231,1,2,.500,1,4,.250,0,4,4,1,0,1,3,2,8,-24,0
Jamaal Tinsley,28:08,1,10,.100,0,2,.000,9,13,.692,0,0,0,5,2,1,2,5,11,-16,0
Sarunas Jasikevicius,26:56,4,10,.400,1,1,1.000,1,1,1.000,0,1,1,1,2,0,0,2,10,-14,0
Jeff Foster,24:46,2,2,1.000,0,0,nan,0,0,nan,2,8,10,0,2,0,1,2,4,-12,0
Stephen Jackson,14:06,2,7,.286,0,0,nan,0,0,nan,0,1,1,2,0,0,0,2,4,-21,0
Danny Granger,28:30,5,12,.417,1,4,.250,1,1,1.000,2,7,9,2,0,0,2,2,12,-20,0
Marquis Daniels,23:50,2,9,.222,0,1,.000,1,2,.500,1,1,2,1,0,0,1,1,5,-17,0
Orien Greene,18:16,1,6,.167,0,0,nan,0,0,nan,1,1,2,1,0,0,0,1,2,-14,0
Maceo Baston,15:10,0,1,.000,0,0,nan,1,2,.500,1,1,2,0,1,0,1,2,1,-19,0
Darrell Armstrong,13:09,5,7,.714,2,3,.667,1,1,1.000,0,1,1,1,4,0,0,2,13,+1,0
David Harrison,8:15,1,3,.333,0,0,nan,0,2,.000,1,1,2,0,0,1,2,2,2,-3,0
Rawle Marshall,7:16,1,3,.333,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,3,-1,0
Team Totals,240,27,83,.325,5,14,.357,16,28,.571,8,26,34,14,11,3,12,23,75,nan,0
LeBron James,31:52,11,16,.688,1,3,.333,4,6,.667,0,7,7,6,1,1,3,0,27,+28,1
Anderson Varejao,30:14,5,9,.556,0,0,nan,3,4,.750,3,6,9,2,0,0,1,2,13,+35,1
Eric Snow,24:23,2,6,.333,0,0,nan,3,4,.750,0,5,5,5,1,3,4,3,7,+16,1
Daniel Gibson,23:52,2,2,1.000,2,2,1.000,2,4,.500,1,4,5,3,1,0,2,4,8,+13,1
Zydrunas Ilgauskas,20:18,7,12,.583,0,0,nan,1,1,1.000,2,5,7,1,0,1,0,0,15,+11,1
Donyell Marshall,34:13,3,10,.300,1,4,.250,4,4,1.000,1,16,17,1,0,4,4,5,11,+20,1
Damon Jones,29:25,5,8,.625,3,6,.500,2,3,.667,0,2,2,3,0,0,2,0,15,+18,1
Larry Hughes,24:26,3,5,.600,2,2,1.000,0,0,nan,0,2,2,4,2,0,3,3,8,+18,1
Shannon Brown,12:20,0,4,.000,0,2,.000,0,0,nan,0,1,1,0,0,2,0,2,0,+5,1
Sasha Pavlovic,8:57,1,2,.500,0,0,nan,1,2,.500,0,2,2,1,0,0,3,3,3,-4,1
240,27,83,.325,5,14,.357,16,28,.571,8,26,34,14,11,3,12,23,75,nan,240,1
