Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Danny Granger,38:54,1,10,.100,1,5,.200,4,4,1.000,0,4,4,3,0,1,2,4,7,-8,0
David West,37:23,6,12,.500,0,0,nan,5,6,.833,2,10,12,3,1,0,2,3,17,-6,0
Roy Hibbert,28:41,6,12,.500,0,0,nan,5,6,.833,5,6,11,2,0,1,0,5,17,-4,0
Paul George,26:07,1,5,.200,1,2,.500,3,4,.750,0,2,2,1,3,0,1,6,6,+5,0
George Hill,25:18,4,10,.400,2,7,.286,0,0,nan,0,0,0,3,1,0,4,5,10,-1,0
Leandro Barbosa,23:03,4,10,.400,0,0,nan,1,4,.250,1,1,2,0,2,0,2,2,9,-15,0
Darren Collison,22:42,4,8,.500,0,1,.000,2,2,1.000,0,1,1,6,0,0,3,2,10,-8,0
Tyler Hansbrough,16:31,4,5,.800,0,0,nan,0,2,.000,0,1,1,0,0,0,0,0,8,-6,0
Lou Amundson,13:25,0,2,.000,0,0,nan,0,0,nan,0,4,4,0,0,1,1,2,0,-2,0
Dahntay Jones,7:56,1,3,.333,0,2,.000,0,0,nan,0,1,1,0,0,0,0,2,2,0,0
Team Totals,240,31,77,.403,4,17,.235,20,28,.714,8,30,38,18,7,3,15,31,86,nan,0
LeBron James,43:15,12,26,.462,0,3,.000,8,10,.800,6,9,15,5,2,1,1,1,32,+12,1
Dwyane Wade,40:22,8,23,.348,0,0,nan,13,14,.929,0,0,0,4,1,1,2,1,29,+12,1
Mario Chalmers,31:23,0,3,.000,0,1,.000,4,4,1.000,1,3,4,3,1,0,1,5,4,-1,1
Udonis Haslem,22:55,0,4,.000,0,0,nan,2,2,1.000,1,4,5,1,0,0,2,3,2,-1,1
Chris Bosh,15:48,6,11,.545,0,0,nan,1,2,.500,2,3,5,0,0,0,3,0,13,-7,1
Mike Miller,28:28,1,3,.333,0,0,nan,0,0,nan,0,3,3,3,2,0,1,3,2,+7,1
Shane Battier,23:56,0,3,.000,0,2,.000,0,0,nan,0,3,3,0,2,1,1,3,0,+9,1
Joel Anthony,23:34,4,4,1.000,0,0,nan,1,2,.500,2,5,7,0,0,1,1,4,9,+9,1
Ronny Turiaf,10:19,2,4,.500,0,0,nan,0,4,.000,3,0,3,0,0,1,0,2,4,+5,1
240,31,77,.403,4,17,.235,20,28,.714,8,30,38,18,7,3,15,31,86,nan,240,1
