Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:00,7,22,.318,1,4,.250,4,7,.571,0,4,4,8,1,0,2,1,19,-17,0
Drew Gooden,35:00,10,20,.500,0,0,nan,0,1,.000,1,5,6,0,1,0,1,3,20,-13,0
Zydrunas Ilgauskas,28:00,5,8,.625,0,0,nan,6,6,1.000,3,4,7,0,3,2,2,6,16,-9,0
Eric Snow,26:00,3,6,.500,0,0,nan,0,0,nan,0,2,2,7,2,0,1,1,6,-5,0
Ira Newble,22:00,0,3,.000,0,1,.000,0,0,nan,0,1,1,4,2,0,0,2,0,+3,0
Jeff McInnis,22:00,1,6,.167,0,1,.000,1,1,1.000,0,2,2,3,0,0,0,1,3,-14,0
Lucious Harris,19:00,1,4,.250,0,0,nan,0,0,nan,0,2,2,1,1,0,2,1,2,-23,0
Anderson Varejao,16:00,0,3,.000,0,0,nan,1,2,.500,4,4,8,0,1,0,0,1,1,-10,0
Robert Traylor,15:00,2,4,.500,0,0,nan,0,0,nan,1,3,4,1,2,0,1,3,4,-8,0
Sasha Pavlovic,11:00,3,6,.500,1,2,.500,0,0,nan,0,1,1,2,0,0,1,1,7,-3,0
Jiri Welsch,2:00,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,+2,0
DeSagana Diop,2:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,32,82,.390,2,8,.250,14,19,.737,9,28,37,26,13,2,10,20,80,nan,0
Tracy McGrady,36:00,11,21,.524,0,3,.000,9,9,1.000,1,3,4,5,2,0,3,0,31,+21,1
David Wesley,31:00,4,13,.308,3,10,.300,0,0,nan,1,1,2,3,0,0,3,3,11,-4,1
Bob Sura,28:00,3,6,.500,1,2,.500,5,6,.833,3,7,10,6,0,2,5,1,12,+1,1
Yao Ming,24:00,4,9,.444,0,0,nan,5,7,.714,0,8,8,2,0,2,2,2,13,+2,1
Clarence Weatherspoon,17:00,2,3,.667,0,0,nan,2,2,1.000,0,4,4,0,1,1,0,4,6,-2,1
Scott Padgett,29:00,1,5,.200,1,4,.250,0,0,nan,2,7,9,2,2,0,1,1,3,+23,1
Jon Barry,24:00,2,2,1.000,1,1,1.000,1,1,1.000,0,1,1,4,0,0,0,2,6,+24,1
Dikembe Mutombo,23:00,0,2,.000,0,0,nan,0,2,.000,0,8,8,0,0,3,0,1,0,+17,1
Mike James,22:00,5,7,.714,3,3,1.000,2,2,1.000,0,2,2,0,1,0,2,0,15,+19,1
Ryan Bowen,3:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-4,1
Torraye Braggs,2:00,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-2,1
Vin Baker,1:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,0,1
240,32,82,.390,2,8,.250,14,19,.737,9,28,37,26,13,2,10,20,80,nan,240,1
