Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Delonte West,40:49,9,16,.563,0,2,.000,3,3,1.000,0,2,2,5,2,0,1,1,21,+21,0
LeBron James,39:38,14,20,.700,2,6,.333,2,4,.500,0,6,6,3,2,2,0,1,32,+22,0
Anderson Varejao,34:23,5,10,.500,0,0,nan,3,5,.600,2,9,11,1,2,0,2,2,13,+10,0
Ben Wallace,26:51,0,1,.000,0,0,nan,0,0,nan,2,3,5,1,0,2,0,3,0,+9,0
Mo Williams,22:20,3,8,.375,0,2,.000,0,0,nan,1,4,5,3,1,0,2,5,6,+3,0
Sasha Pavlovic,30:56,2,6,.333,0,3,.000,0,0,nan,1,3,4,2,0,0,1,2,4,+17,0
Wally Szczerbiak,20:41,4,8,.500,2,3,.667,0,0,nan,0,5,5,1,0,1,3,1,10,+6,0
J.J. Hickson,12:00,3,3,1.000,0,0,nan,1,2,.500,1,4,5,0,0,1,0,1,7,+16,0
Darnell Jackson,6:53,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,2,0,-3,0
Tarence Kinsey,1:55,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+5,0
Lorenzen Wright,1:55,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+5,0
Jawad Williams,1:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,0,+4,0
Team Totals,240,40,75,.533,4,17,.235,9,14,.643,7,37,44,16,8,6,10,18,93,nan,0
Al Jefferson,39:27,10,19,.526,0,0,nan,0,1,.000,2,9,11,2,0,1,1,1,20,-15,1
Randy Foye,35:31,3,8,.375,0,2,.000,1,2,.500,0,4,4,3,3,0,1,0,7,-4,1
Mike Miller,34:41,7,12,.583,0,5,.000,0,0,nan,0,7,7,0,0,0,0,3,14,-21,1
Ryan Gomes,34:34,1,6,.167,1,3,.333,0,0,nan,0,1,1,2,0,1,2,3,3,0,1
Craig Smith,33:50,4,7,.571,0,0,nan,4,5,.800,1,1,2,1,0,0,4,3,12,-11,1
Kevin Ollie,25:48,4,7,.571,0,0,nan,4,5,.800,1,2,3,2,2,0,2,1,12,-21,1
Kevin Love,19:12,0,4,.000,0,0,nan,0,0,nan,3,2,5,1,0,1,0,2,0,-18,1
Rashad McCants,16:57,0,8,.000,0,4,.000,2,2,1.000,0,3,3,0,1,0,3,3,2,-25,1
240,40,75,.533,4,17,.235,9,14,.643,7,37,44,16,8,6,10,18,93,nan,240,1
