Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:00,14,30,.467,3,7,.429,4,6,.667,2,3,5,11,4,1,1,4,35,-7,0
Jeff McInnis,38:00,2,13,.154,0,5,.000,1,2,.500,1,0,1,5,1,0,0,4,5,-10,0
Zydrunas Ilgauskas,32:00,3,7,.429,0,0,nan,5,8,.625,2,1,3,1,0,1,3,5,11,-1,0
Drew Gooden,31:00,9,13,.692,0,0,nan,9,10,.900,1,3,4,0,3,0,1,5,27,-6,0
Ira Newble,30:00,1,7,.143,0,0,nan,2,2,1.000,7,1,8,0,2,0,2,5,4,+6,0
Lucious Harris,21:00,3,7,.429,0,1,.000,0,0,nan,2,1,3,1,0,1,0,2,6,-9,0
Eric Snow,21:00,1,2,.500,0,0,nan,0,0,nan,0,2,2,4,1,1,4,2,2,-2,0
Anderson Varejao,11:00,1,3,.333,0,0,nan,3,5,.600,2,1,3,0,0,0,0,3,5,-4,0
Robert Traylor,8:00,0,3,.000,0,0,nan,0,0,nan,1,1,2,0,1,0,1,1,0,-6,0
Sasha Pavlovic,4:00,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-1,0
Team Totals,240,35,87,.402,3,13,.231,24,33,.727,18,13,31,22,12,4,12,31,97,nan,0
Ray Allen,43:00,8,19,.421,3,9,.333,8,9,.889,2,4,6,0,1,0,6,5,27,+5,1
Antonio Daniels,43:00,5,12,.417,1,2,.500,4,4,1.000,1,5,6,8,0,0,1,1,15,+13,1
Luke Ridnour,38:00,4,13,.308,1,2,.500,9,9,1.000,0,4,4,4,2,1,3,3,18,+4,1
Jerome James,16:00,4,4,1.000,0,0,nan,0,0,nan,2,0,2,1,0,2,0,3,8,+9,1
Reggie Evans,16:00,1,2,.500,0,0,nan,0,0,nan,1,6,7,1,0,1,2,2,2,0,1
Vladimir Radmanovic,33:00,7,11,.636,5,7,.714,4,4,1.000,4,7,11,2,1,1,3,3,23,+8,1
Danny Fortson,16:00,2,2,1.000,0,0,nan,3,4,.750,2,3,5,0,0,1,1,6,7,+10,1
Nick Collison,16:00,2,6,.333,0,0,nan,1,2,.500,3,2,5,1,0,0,1,3,5,-6,1
Ronald Murray,14:00,0,3,.000,0,2,.000,0,0,nan,0,1,1,1,0,0,3,1,0,+3,1
Vitaly Potapenko,5:00,0,0,nan,0,0,nan,0,0,nan,2,1,3,0,0,0,1,1,0,-6,1
240,35,87,.402,3,13,.231,24,33,.727,18,13,31,22,12,4,12,31,97,nan,240,1
