Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dion Waiters,37:33,5,14,.357,3,9,.333,3,4,.750,0,1,1,2,1,0,1,2,16,-4,0
Anderson Varejao,35:05,2,9,.222,0,1,.000,6,7,.857,5,10,15,4,4,0,1,4,10,-9,0
Jeremy Pargo,33:14,4,13,.308,2,4,.500,6,8,.750,0,1,1,7,1,0,4,4,16,+11,0
Alonzo Gee,28:48,4,8,.500,1,2,.500,3,5,.600,1,4,5,1,1,0,2,5,12,-14,0
Tristan Thompson,22:39,6,7,.857,0,0,nan,1,2,.500,2,3,5,1,0,0,1,1,13,-2,0
Daniel Gibson,28:22,4,9,.444,2,7,.286,1,1,1.000,0,1,1,3,1,0,0,5,11,-13,0
Tyler Zeller,21:03,2,6,.333,0,0,nan,1,2,.500,2,0,2,1,0,0,1,3,5,+4,0
C.J. Miles,17:59,4,7,.571,2,4,.500,0,0,nan,0,1,1,1,0,0,0,2,10,+4,0
Omri Casspi,15:17,4,6,.667,4,4,1.000,3,4,.750,0,1,1,1,1,0,0,3,15,+13,0
Team Totals,240,35,79,.443,14,31,.452,24,33,.727,10,22,32,21,9,0,10,29,108,nan,0
LeBron James,39:58,10,16,.625,2,5,.400,8,9,.889,1,5,6,5,0,1,7,3,30,+7,1
Chris Bosh,36:43,6,11,.545,0,0,nan,11,13,.846,3,4,7,1,0,1,1,2,23,+8,1
Dwyane Wade,34:15,6,15,.400,0,0,nan,6,10,.600,1,6,7,4,1,2,4,5,18,+9,1
Mario Chalmers,32:31,1,3,.333,0,1,.000,2,2,1.000,1,3,4,3,3,0,1,2,4,+13,1
Shane Battier,21:07,3,5,.600,3,5,.600,0,0,nan,0,2,2,1,1,0,0,3,9,+2,1
Ray Allen,22:58,6,11,.545,3,5,.600,2,3,.667,1,4,5,1,0,0,1,2,17,+2,1
Udonis Haslem,19:35,1,1,1.000,0,0,nan,0,0,nan,2,3,5,3,0,0,2,2,2,-12,1
Mike Miller,14:35,2,4,.500,1,3,.333,0,0,nan,0,1,1,1,0,0,2,3,5,-7,1
Norris Cole,13:09,1,3,.333,0,0,nan,0,0,nan,0,2,2,2,0,0,0,3,2,-9,1
Joel Anthony,5:09,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,1,0,0,0,-3,1
240,35,79,.443,14,31,.452,24,33,.727,10,22,32,21,9,0,10,29,108,nan,240,1
