Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Marquese Chriss,35:19,7,11,.636,1,3,.333,4,6,.667,2,8,10,3,1,2,1,1,19,-17,0
Troy Daniels,33:28,7,16,.438,6,12,.500,0,0,nan,0,6,6,1,0,0,1,1,20,-16,0
Dragan Bender,28:16,1,4,.250,0,3,.000,0,0,nan,0,3,3,1,2,0,3,1,2,-19,0
Josh Jackson,27:44,8,20,.400,0,4,.000,1,2,.500,1,4,5,4,2,0,3,5,17,-7,0
Elfrid Payton,22:01,2,9,.222,0,0,nan,0,0,nan,1,1,2,2,0,0,3,2,4,-31,0
Tyler Ulis,30:19,5,12,.417,0,1,.000,1,1,1.000,1,1,2,9,2,1,4,1,11,-4,0
Alex Len,25:06,4,5,.800,0,0,nan,6,11,.545,2,2,4,2,0,0,1,4,14,+3,0
Jared Dudley,19:37,1,4,.250,0,3,.000,0,0,nan,0,3,3,2,2,1,1,3,2,-17,0
Davon Reed,10:21,0,3,.000,0,2,.000,0,0,nan,0,1,1,0,0,0,0,2,0,-18,0
Shaquille Harrison,7:49,3,3,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,3,6,+1,0
Devin Booker,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Tyson Chandler,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,87,.437,7,28,.250,12,20,.600,7,29,36,24,9,4,17,23,95,nan,0
Kevin Love,29:58,7,15,.467,2,6,.333,4,4,1.000,0,6,6,2,3,0,1,1,20,+28,1
LeBron James,29:16,11,16,.688,1,4,.250,4,6,.667,0,6,6,9,1,1,4,3,27,+11,1
George Hill,26:14,3,5,.600,1,2,.500,0,0,nan,0,5,5,2,1,2,1,1,7,+32,1
Jose Calderon,18:59,2,3,.667,0,1,.000,0,0,nan,0,2,2,3,1,0,3,0,4,+18,1
Jeff Green,11:37,2,5,.400,1,3,.333,0,0,nan,0,2,2,0,0,0,2,0,5,+12,1
J.R. Smith,27:19,3,7,.429,3,5,.600,2,2,1.000,0,3,3,2,1,0,1,2,11,+12,1
Jordan Clarkson,25:53,5,14,.357,0,2,.000,3,4,.750,3,1,4,2,2,1,0,2,13,+12,1
Larry Nance,22:25,6,11,.545,0,3,.000,3,3,1.000,4,6,10,2,0,0,1,0,15,+9,1
Rodney Hood,20:29,4,8,.500,0,2,.000,1,2,.500,2,1,3,1,0,0,0,1,9,-11,1
Tristan Thompson,16:05,2,7,.286,0,0,nan,0,0,nan,5,5,10,0,0,0,0,2,4,+5,1
Ante Zizic,5:25,2,2,1.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,4,-1,1
London Perrantes,3:10,0,1,.000,0,0,nan,1,3,.333,0,1,1,0,0,0,0,1,1,-1,1
John Holland,3:10,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,0,0,-1,1
240,38,87,.437,7,28,.250,12,20,.600,7,29,36,24,9,4,17,23,95,nan,240,1
