Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:02,14,24,.583,4,8,.500,7,9,.778,3,9,12,7,2,0,4,3,39,+15,0
Chris Bosh,38:46,10,14,.714,0,0,nan,0,0,nan,5,7,12,2,2,3,1,2,20,+15,0
Dwyane Wade,30:58,5,13,.385,0,0,nan,3,3,1.000,0,5,5,8,3,1,4,6,13,+9,0
Mario Chalmers,27:45,2,7,.286,2,5,.400,0,2,.000,0,2,2,1,1,0,2,3,6,0,0
Shane Battier,26:51,2,6,.333,2,5,.400,0,0,nan,1,1,2,1,1,0,0,3,6,0,0
Ray Allen,30:16,3,9,.333,1,5,.200,6,6,1.000,1,2,3,1,0,0,1,1,13,+6,0
Rashard Lewis,19:22,1,5,.200,1,4,.250,0,0,nan,0,3,3,1,0,0,0,3,3,+10,0
Norris Cole,16:46,4,7,.571,1,2,.500,0,0,nan,0,2,2,2,1,0,1,2,9,0,0
Chris Andersen,6:41,0,3,.000,0,0,nan,1,2,.500,2,2,4,0,0,0,0,4,1,-6,0
Joel Anthony,2:33,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,1,2,0,+1,0
Team Totals,240,41,88,.466,11,29,.379,17,22,.773,13,33,46,23,10,4,14,29,110,nan,0
Kevin Durant,47:32,12,24,.500,1,5,.200,15,15,1.000,0,8,8,4,1,3,5,6,40,-10,1
Russell Westbrook,43:46,7,19,.368,0,1,.000,12,13,.923,0,5,5,10,1,1,6,5,26,-8,1
Serge Ibaka,35:16,3,6,.500,0,0,nan,0,0,nan,2,4,6,0,0,0,2,3,6,-18,1
Thabo Sefolosha,24:16,2,4,.500,0,2,.000,0,0,nan,1,3,4,2,2,0,1,2,4,-5,1
Kendrick Perkins,23:33,4,7,.571,0,0,nan,0,0,nan,2,3,5,0,0,1,0,2,8,-14,1
Kevin Martin,27:21,2,5,.400,1,2,.500,4,4,1.000,0,3,3,0,1,0,0,2,9,+2,1
Reggie Jackson,21:58,2,5,.400,1,3,.333,2,2,1.000,0,1,1,0,0,0,2,2,7,+4,1
Nick Collison,14:52,0,2,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,1,0,+1,1
DeAndre Liggins,0:30,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Perry Jones,0:28,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Daniel Orton,0:28,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,1
240,41,88,.466,11,29,.379,17,22,.773,13,33,46,23,10,4,14,29,110,nan,240,1
