Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:00,7,25,.280,1,6,.167,5,8,.625,2,6,8,3,1,0,5,5,20,+3,0
Jeff McInnis,35:00,3,12,.250,0,1,.000,5,6,.833,1,3,4,5,1,0,0,3,11,-9,0
Carlos Boozer,31:00,8,15,.533,0,1,.000,3,5,.600,5,1,6,2,0,1,3,3,19,-5,0
Zydrunas Ilgauskas,28:00,4,13,.308,0,0,nan,0,0,nan,5,6,11,2,0,2,0,4,8,-17,0
Ira Newble,26:00,3,4,.750,0,0,nan,0,2,.000,0,4,4,1,1,1,1,2,6,-15,0
Eric Williams,21:00,3,7,.429,0,4,.000,0,0,nan,1,3,4,2,1,0,0,1,6,-1,0
Kedrick Brown,17:00,3,4,.750,1,2,.500,2,2,1.000,2,3,5,2,2,1,1,2,9,+5,0
DeSagana Diop,15:00,0,2,.000,0,0,nan,2,2,1.000,1,6,7,1,1,0,1,2,2,+10,0
Kevin Ollie,13:00,3,4,.750,0,0,nan,3,3,1.000,0,0,0,2,0,0,0,2,9,+2,0
Dajuan Wagner,9:00,1,4,.250,1,1,1.000,0,0,nan,0,0,0,1,1,0,1,0,3,+3,0
Tony Battie,8:00,1,1,1.000,0,0,nan,0,0,nan,2,1,3,1,0,1,1,0,2,-6,0
Team Totals,240,36,91,.396,3,15,.200,20,28,.714,19,33,52,22,8,6,13,24,95,nan,0
Michael Redd,41:00,9,20,.450,2,5,.400,4,4,1.000,1,0,1,2,1,0,2,2,24,+10,1
Tim Thomas,36:00,5,14,.357,1,1,1.000,1,2,.500,0,4,4,6,0,0,1,1,12,+3,1
Brian Skinner,30:00,6,8,.750,0,0,nan,1,4,.250,3,7,10,0,0,0,1,5,13,+3,1
Joe Smith,28:00,3,9,.333,0,0,nan,2,4,.500,1,10,11,0,0,1,0,4,8,+8,1
T.J. Ford,24:00,3,10,.300,0,0,nan,4,4,1.000,1,5,6,10,1,0,1,1,10,+13,1
Damon Jones,24:00,3,5,.600,2,2,1.000,0,0,nan,0,1,1,6,0,0,0,3,8,-9,1
Desmond Mason,20:00,5,10,.500,0,0,nan,2,2,1.000,0,1,1,1,0,0,1,0,12,+1,1
Toni Kukoc,20:00,4,6,.667,0,0,nan,2,3,.667,1,1,2,3,0,0,3,1,10,-2,1
Dan Gadzuric,17:00,2,3,.667,0,0,nan,0,0,nan,2,5,7,0,2,3,1,2,4,+3,1
240,36,91,.396,3,15,.200,20,28,.714,19,33,52,22,8,6,13,24,95,nan,240,1
