Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Durant,39:48,12,21,.571,2,3,.667,3,4,.750,1,6,7,6,1,1,1,4,29,+5,0
Russell Westbrook,33:12,5,16,.313,1,1,1.000,7,8,.875,0,1,1,5,2,0,6,3,18,+11,0
Serge Ibaka,30:38,3,9,.333,0,0,nan,0,1,.000,6,6,12,1,2,3,0,3,6,+3,0
Thabo Sefolosha,22:53,2,6,.333,1,2,.500,3,4,.750,2,4,6,1,0,0,0,1,8,+2,0
Kendrick Perkins,18:26,1,1,1.000,0,0,nan,2,2,1.000,2,3,5,0,1,0,0,6,4,-5,0
James Harden,28:06,4,12,.333,2,8,.250,2,3,.667,1,2,3,2,0,0,2,3,12,+9,0
Nick Collison,26:40,2,5,.400,0,0,nan,0,0,nan,1,4,5,4,1,0,0,4,4,+14,0
Nazr Mohammed,15:29,3,10,.300,0,0,nan,0,0,nan,4,5,9,0,0,0,0,1,6,+9,0
Eric Maynor,14:48,1,4,.250,1,2,.500,0,0,nan,0,1,1,2,0,0,2,0,3,0,0
Daequan Cook,10:00,2,4,.500,2,4,.500,0,0,nan,0,2,2,0,0,0,0,0,6,+7,0
Team Totals,240,35,88,.398,9,20,.450,17,22,.773,17,34,51,21,7,4,11,25,96,nan,0
Dwyane Wade,40:29,7,21,.333,1,5,.200,6,9,.667,2,4,6,2,1,1,2,4,21,-8,1
LeBron James,39:30,8,21,.381,0,3,.000,3,3,1.000,0,8,8,3,1,1,1,0,19,-6,1
Chris Bosh,39:06,6,17,.353,0,2,.000,9,10,.900,3,8,11,1,0,2,3,0,21,-15,1
Mario Chalmers,22:30,0,1,.000,0,1,.000,0,0,nan,0,2,2,3,0,0,3,2,0,-1,1
Erick Dampier,13:42,0,1,.000,0,0,nan,1,2,.500,0,0,0,0,0,2,1,2,1,-8,1
Mike Bibby,26:06,4,8,.500,2,4,.500,0,0,nan,0,2,2,1,1,0,1,4,10,-10,1
Joel Anthony,21:56,2,2,1.000,0,0,nan,2,2,1.000,3,1,4,1,1,2,0,1,6,+5,1
Mike Miller,17:52,1,3,.333,0,2,.000,0,0,nan,1,2,3,1,1,0,0,4,2,-6,1
Jamaal Magloire,9:23,1,2,.500,0,0,nan,1,2,.500,0,3,3,1,0,0,0,0,3,-8,1
Juwan Howard,8:54,1,2,.500,0,0,nan,0,0,nan,0,1,1,1,0,0,0,2,2,+4,1
James Jones,0:34,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,35,88,.398,9,20,.450,17,22,.773,17,34,51,21,7,4,11,25,96,nan,240,1
