Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:43,11,21,.524,1,4,.250,3,4,.750,2,8,10,12,2,0,6,2,26,-10,0
Kyrie Irving,41:38,15,28,.536,8,14,.571,11,11,1.000,0,2,2,4,2,1,0,4,49,+12,0
Kevin Love,37:33,7,15,.467,1,5,.200,7,8,.875,6,10,16,6,0,0,3,1,22,+7,0
Iman Shumpert,27:58,4,10,.400,2,6,.333,0,0,nan,0,2,2,2,1,0,0,1,10,-3,0
Tristan Thompson,27:51,1,5,.200,0,0,nan,0,0,nan,2,5,7,0,0,1,0,3,2,-2,0
Kyle Korver,26:16,2,4,.500,1,2,.500,0,0,nan,0,4,4,0,0,0,0,0,5,+7,0
Richard Jefferson,22:09,2,5,.400,1,3,.333,0,2,.000,0,2,2,0,0,0,1,6,5,0,0
DeAndre Liggins,7:38,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,1,0,1,1,0,-14,0
Channing Frye,5:15,1,4,.250,1,3,.333,0,0,nan,1,0,1,0,0,1,0,2,3,-7,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kay Felder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,43,93,.462,15,37,.405,21,25,.840,11,34,45,24,6,3,11,20,122,nan,0
Jrue Holiday,39:24,12,19,.632,4,7,.571,5,5,1.000,0,6,6,10,3,2,3,5,33,-5,1
Terrence Jones,35:45,13,18,.722,3,4,.750,7,10,.700,3,8,11,1,2,3,1,1,36,-2,1
Dante Cunningham,30:30,4,10,.400,2,7,.286,1,2,.500,1,5,6,2,0,1,0,3,11,-10,1
Solomon Hill,27:49,0,3,.000,0,2,.000,1,2,.500,0,2,2,4,0,2,0,3,1,-2,1
Buddy Hield,17:39,1,4,.250,1,2,.500,0,0,nan,0,2,2,1,0,1,1,1,3,-2,1
Langston Galloway,29:11,3,9,.333,3,8,.375,3,3,1.000,1,4,5,2,1,0,0,3,12,+16,1
E'Twaun Moore,24:25,2,8,.250,0,3,.000,1,2,.500,1,3,4,1,1,1,0,2,5,+4,1
Donatas Motiejunas,23:40,5,8,.625,2,3,.667,2,4,.500,1,3,4,1,1,1,2,2,14,+15,1
Tyreke Evans,11:35,3,8,.375,1,3,.333,2,2,1.000,0,2,2,4,0,0,1,2,9,-2,1
Cheick Diallo,0:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Tim Frazier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Omer Asik,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Alexis Ajinca,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,43,93,.462,15,37,.405,21,25,.840,11,34,45,24,6,3,11,20,122,nan,240,1
