Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Alan Anderson,45:21,7,18,.389,0,8,.000,1,2,.500,0,2,2,3,1,0,2,1,15,-26,0
Ben Uzoh,33:41,1,4,.250,0,0,nan,1,2,.500,1,4,5,2,1,0,2,2,3,-4,0
DeMar DeRozan,30:20,5,14,.357,0,2,.000,2,3,.667,0,1,1,2,1,0,1,2,12,-17,0
Amir Johnson,21:15,1,4,.250,0,0,nan,1,1,1.000,2,2,4,1,0,0,3,1,3,-8,0
Aaron Gray,13:53,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,3,2,-7,0
Ed Davis,31:28,3,6,.500,0,0,nan,2,2,1.000,2,2,4,1,1,3,0,0,8,-19,0
Gary Forbes,28:43,4,10,.400,0,4,.000,1,2,.500,1,1,2,1,0,0,2,1,9,-19,0
James Johnson,25:15,7,12,.583,1,2,.500,3,3,1.000,2,4,6,2,3,0,1,4,18,-18,0
Solomon Alabi,10:04,1,3,.333,0,0,nan,0,0,nan,2,4,6,0,0,2,2,3,2,-2,0
Team Totals,240,30,72,.417,1,16,.063,11,15,.733,10,21,31,12,7,5,14,17,72,nan,0
James Jones,32:45,0,7,.000,0,4,.000,0,0,nan,0,2,2,1,0,0,0,1,0,+8,1
LeBron James,30:12,12,15,.800,1,1,1.000,3,4,.750,0,5,5,4,2,0,5,0,28,+20,1
Mario Chalmers,24:40,3,4,.750,1,1,1.000,2,2,1.000,0,2,2,7,2,1,2,1,9,+14,1
Udonis Haslem,23:26,5,7,.714,0,0,nan,0,1,.000,1,6,7,1,1,1,0,2,10,+11,1
Dexter Pittman,15:29,3,8,.375,0,0,nan,2,3,.667,2,2,4,0,0,0,0,6,8,+2,1
Shane Battier,25:01,2,4,.500,2,4,.500,1,2,.500,4,2,6,2,2,0,2,2,7,+13,1
Norris Cole,22:11,1,8,.125,0,2,.000,0,0,nan,0,1,1,3,0,0,2,1,2,+11,1
Mike Miller,21:34,5,8,.625,3,4,.750,0,0,nan,0,1,1,6,1,0,0,1,13,+18,1
Joel Anthony,19:11,3,5,.600,0,0,nan,0,0,nan,3,2,5,0,0,1,1,1,6,+7,1
Juwan Howard,13:09,3,5,.600,0,0,nan,1,3,.333,1,4,5,0,0,0,1,1,7,+14,1
Terrel Harris,8:52,1,2,.500,0,1,.000,0,0,nan,0,1,1,1,1,0,1,0,2,-1,1
Eddy Curry,3:30,2,3,.667,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,4,+3,1
240,30,72,.417,1,16,.063,11,15,.733,10,21,31,12,7,5,14,17,72,nan,240,1
