Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,41:57,9,16,.563,0,0,nan,3,4,.750,2,8,10,3,0,0,3,2,21,-9,0
Andrea Bargnani,37:28,7,15,.467,3,7,.429,2,3,.667,1,5,6,0,0,1,1,5,19,0,0
DeMar DeRozan,27:23,6,10,.600,0,1,.000,2,2,1.000,0,0,0,2,1,0,0,1,14,-4,0
Hedo Turkoglu,24:12,1,6,.167,1,4,.250,0,0,nan,0,3,3,3,2,0,3,4,3,-5,0
Jarrett Jack,21:39,4,6,.667,1,1,1.000,2,2,1.000,0,2,2,3,0,0,0,1,11,-5,0
Jose Calderon,26:21,2,9,.222,0,3,.000,2,3,.667,0,2,2,6,2,0,1,0,6,-3,0
Antoine Wright,23:49,5,8,.625,1,1,1.000,1,3,.333,1,4,5,0,0,0,1,3,12,-5,0
Marco Belinelli,20:53,6,12,.500,1,2,.500,1,2,.500,0,0,0,1,0,0,1,2,14,-4,0
Amir Johnson,12:33,0,0,nan,0,0,nan,0,2,.000,1,2,3,1,0,1,0,2,0,-6,0
Rasho Nesterovic,3:44,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,+1,0
Team Totals,240,40,83,.482,7,19,.368,13,21,.619,5,27,32,19,5,2,10,21,100,nan,0
LeBron James,41:01,8,18,.444,0,7,.000,12,14,.857,0,9,9,11,3,3,3,1,28,+12,1
Mo Williams,37:37,7,15,.467,4,8,.500,4,4,1.000,0,3,3,10,0,0,4,1,22,+17,1
Anthony Parker,25:21,3,3,1.000,2,2,1.000,0,0,nan,0,5,5,1,0,0,0,3,8,+9,1
J.J. Hickson,24:55,3,6,.500,0,0,nan,2,2,1.000,1,6,7,0,1,0,0,2,8,+1,1
Shaquille O'Neal,23:51,7,10,.700,0,0,nan,2,3,.667,1,4,5,2,0,0,2,5,16,-5,1
Anderson Varejao,28:14,3,4,.750,0,0,nan,1,1,1.000,1,4,5,1,0,1,2,4,7,+11,1
Delonte West,27:09,2,7,.286,1,3,.333,2,2,1.000,0,4,4,1,0,2,0,1,7,+1,1
Jawad Williams,18:38,2,5,.400,0,2,.000,1,2,.500,1,1,2,1,0,0,1,1,5,-10,1
Zydrunas Ilgauskas,12:57,3,4,.750,0,0,nan,1,2,.500,2,1,3,0,0,0,2,3,7,+4,1
Daniel Gibson,0:17,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,40,83,.482,7,19,.368,13,21,.619,5,27,32,19,5,2,10,21,100,nan,240,1
