Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,48:00,8,17,.471,1,4,.250,8,12,.667,1,9,10,4,4,2,3,2,25,+14,0
Jeff McInnis,42:00,7,12,.583,1,3,.333,2,2,1.000,0,3,3,4,2,0,6,1,17,+11,0
Zydrunas Ilgauskas,41:00,9,14,.643,0,0,nan,9,12,.750,4,3,7,1,0,2,1,3,27,+16,0
Drew Gooden,18:00,0,3,.000,0,0,nan,2,2,1.000,1,3,4,2,0,1,1,3,2,+6,0
Lucious Harris,7:00,1,3,.333,0,0,nan,0,0,nan,0,0,0,0,0,0,0,4,2,0,0
Robert Traylor,27:00,3,9,.333,0,1,.000,2,2,1.000,2,5,7,1,0,0,3,4,8,+10,0
Eric Snow,24:00,2,4,.500,0,0,nan,2,2,1.000,1,3,4,5,2,0,1,4,6,+8,0
Ira Newble,23:00,1,4,.250,0,0,nan,2,2,1.000,1,3,4,1,0,0,0,3,4,+9,0
Scott Williams,10:00,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,1,1,2,-4,0
Team Totals,240,31,66,.470,2,8,.250,29,36,.806,10,29,39,18,8,5,16,25,93,nan,0
Antoine Walker,42:00,8,20,.400,1,7,.143,5,9,.556,3,6,9,6,0,0,6,3,22,-14,1
Al Harrington,37:00,6,11,.545,0,1,.000,2,5,.400,1,5,6,1,0,0,2,3,14,-10,1
Kenny Anderson,28:00,1,9,.111,0,1,.000,0,0,nan,0,2,2,4,0,0,0,3,2,-1,1
Boris Diaw,26:00,1,2,.500,0,1,.000,1,1,1.000,0,4,4,2,2,0,3,4,3,-12,1
Kevin Willis,19:00,3,6,.500,0,0,nan,0,0,nan,2,4,6,0,1,0,2,2,6,-7,1
Predrag Drobnjak,24:00,7,9,.778,0,1,.000,5,6,.833,1,0,1,0,1,0,1,4,19,-9,1
Jon Barry,24:00,2,5,.400,0,0,nan,0,0,nan,2,2,4,3,2,0,1,3,4,-9,1
Royal Ivey,16:00,3,4,.750,0,0,nan,1,2,.500,0,0,0,1,0,0,0,4,7,-5,1
Jason Collier,12:00,1,6,.167,0,0,nan,0,0,nan,0,0,0,1,1,0,0,0,2,+2,1
Josh Childress,7:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,1,1,0,1,0,-5,1
Josh Smith,5:00,0,1,.000,0,0,nan,0,0,nan,1,0,1,0,0,1,1,0,0,0,1
240,31,66,.470,2,8,.250,29,36,.806,10,29,39,18,8,5,16,25,93,nan,240,1
