Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:16,8,19,.421,4,8,.500,6,8,.750,1,1,2,4,0,0,4,2,26,-17,0
Kyrie Irving,34:29,5,15,.333,2,7,.286,9,11,.818,0,2,2,6,0,1,2,2,21,-18,0
Timofey Mozgov,28:25,4,7,.571,0,0,nan,2,3,.667,1,4,5,0,0,0,1,2,10,-15,0
J.R. Smith,27:56,3,8,.375,2,6,.333,0,0,nan,1,3,4,2,1,1,3,3,8,-20,0
Tristan Thompson,26:32,3,8,.375,0,0,nan,1,2,.500,2,6,8,0,0,0,0,2,7,-11,0
James Jones,31:11,2,8,.250,2,8,.250,0,0,nan,0,3,3,2,1,1,2,4,6,-3,0
Iman Shumpert,21:55,3,7,.429,1,3,.333,0,0,nan,1,3,4,0,4,1,1,0,7,-2,0
Matthew Dellavedova,16:27,0,3,.000,0,1,.000,2,2,1.000,0,1,1,2,2,0,0,3,2,+7,0
Shawn Marion,8:35,2,4,.500,0,0,nan,1,1,1.000,1,0,1,0,0,0,0,0,5,+7,0
Kendrick Perkins,8:15,0,0,nan,0,0,nan,0,0,nan,0,2,2,1,0,0,1,3,0,+1,0
Mike Miller,0:58,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,30,79,.380,11,33,.333,21,27,.778,7,25,32,17,8,4,14,21,92,nan,0
Goran Dragic,39:45,7,13,.538,0,2,.000,6,6,1.000,2,3,5,9,2,0,2,3,20,+8,1
Luol Deng,36:44,5,9,.556,1,2,.500,0,0,nan,1,6,7,3,0,0,1,2,11,+9,1
Hassan Whiteside,32:26,6,12,.500,0,0,nan,4,6,.667,1,10,11,0,0,3,1,2,16,+17,1
Dwyane Wade,30:59,13,18,.722,0,0,nan,6,8,.750,0,2,2,2,5,0,3,2,32,+16,1
Udonis Haslem,16:35,0,0,nan,0,0,nan,0,0,nan,0,2,2,2,0,0,1,1,0,+10,1
Mario Chalmers,28:44,6,10,.600,2,5,.400,2,2,1.000,0,5,5,3,1,1,2,2,16,+10,1
Henry Walker,23:52,1,4,.250,1,4,.250,0,0,nan,0,7,7,1,0,0,3,6,3,+6,1
Michael Beasley,15:44,2,6,.333,0,1,.000,0,0,nan,1,2,3,1,0,0,1,2,4,-3,1
Chris Andersen,15:11,2,4,.500,0,1,.000,0,0,nan,1,2,3,0,0,1,1,1,4,-3,1
Tyler Johnson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Ennis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Shabazz Napier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Zoran Dragic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,30,79,.380,11,33,.333,21,27,.778,7,25,32,17,8,4,14,21,92,nan,240,1
