Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jimmy Butler,38:30,7,19,.368,4,6,.667,0,0,nan,1,9,10,10,1,0,1,1,18,+20,0
Dwyane Wade,34:05,9,18,.500,1,3,.333,1,3,.333,1,8,9,10,0,0,1,1,20,+10,0
Robin Lopez,20:56,5,10,.500,0,0,nan,0,0,nan,0,1,1,1,1,0,1,0,10,+3,0
Bobby Portis,18:57,2,6,.333,1,3,.333,2,2,1.000,1,2,3,1,0,0,0,0,7,+3,0
Jerian Grant,15:33,2,4,.500,2,3,.667,0,0,nan,0,3,3,2,0,0,0,0,6,+5,0
Nikola Mirotic,29:03,5,8,.625,2,5,.400,2,4,.500,2,8,10,1,2,0,0,1,14,+15,0
Rajon Rondo,24:47,6,12,.500,0,2,.000,3,4,.750,1,1,2,5,2,0,1,2,15,+14,0
Cristiano Felicio,24:18,4,6,.667,0,0,nan,2,3,.667,4,1,5,1,0,0,1,3,10,+19,0
Denzel Valentine,19:45,4,6,.667,3,5,.600,0,0,nan,0,2,2,2,0,0,0,3,11,+8,0
Cameron Payne,12:00,2,3,.667,2,3,.667,0,0,nan,0,1,1,1,0,0,2,1,6,-2,0
Joffrey Lauvergne,2:06,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-5,0
Isaiah Canaan,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Anthony Morrow,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,46,93,.495,15,30,.500,10,16,.625,10,37,47,34,6,0,7,13,117,nan,0
Kyrie Irving,35:00,13,25,.520,2,10,.200,6,7,.857,0,9,9,7,0,1,2,2,34,-2,1
Channing Frye,32:21,4,11,.364,3,7,.429,0,0,nan,0,5,5,2,1,0,0,3,11,-7,1
Tristan Thompson,31:40,2,5,.400,0,0,nan,0,0,nan,3,6,9,5,0,0,0,1,4,-10,1
Richard Jefferson,30:45,3,4,.750,1,2,.500,2,2,1.000,0,3,3,2,0,0,0,0,9,-4,1
Iman Shumpert,23:12,2,9,.222,0,4,.000,1,2,.500,1,5,6,1,0,1,2,3,5,-7,1
Kyle Korver,26:47,5,8,.625,4,7,.571,0,0,nan,0,2,2,2,0,0,3,3,14,-6,1
James Jones,23:24,5,6,.833,4,5,.800,0,0,nan,0,2,2,1,1,1,0,4,14,-14,1
Derrick Williams,22:42,3,7,.429,0,2,.000,2,4,.500,0,4,4,2,0,0,0,0,8,-20,1
Kay Felder,8:49,0,4,.000,0,0,nan,0,0,nan,0,0,0,1,3,0,4,1,0,-8,1
DeAndre Liggins,5:20,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,0,0,-12,1
LeBron James,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,46,93,.495,15,30,.500,10,16,.625,10,37,47,34,6,0,7,13,117,nan,240,1
