Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:50,9,17,.529,1,5,.200,5,7,.714,4,4,8,5,2,0,2,3,24,-12,0
Kyrie Irving,37:41,3,19,.158,1,7,.143,6,6,1.000,1,3,4,1,1,0,3,2,13,-14,0
J.R. Smith,37:27,7,16,.438,6,15,.400,2,2,1.000,0,5,5,0,1,0,0,1,22,-11,0
Kevin Love,29:17,1,9,.111,1,4,.250,0,0,nan,0,4,4,2,0,1,0,0,3,-6,0
Tristan Thompson,25:29,0,1,.000,0,0,nan,0,0,nan,2,6,8,2,0,2,1,2,0,0,0
Iman Shumpert,22:21,1,2,.500,1,1,1.000,0,0,nan,0,4,4,2,0,1,1,1,3,-9,0
Channing Frye,20:53,4,5,.800,3,4,.750,0,0,nan,0,3,3,0,3,1,0,1,11,-14,0
Matthew Dellavedova,12:35,0,4,.000,0,1,.000,0,0,nan,1,1,2,3,0,0,1,0,0,-2,0
Richard Jefferson,8:55,2,4,.500,0,2,.000,1,1,1.000,0,2,2,0,0,0,1,0,5,-3,0
Mo Williams,1:38,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,0,3,-1,0
James Jones,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Dahntay Jones,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Timofey Mozgov,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Team Totals,240,28,79,.354,14,41,.341,14,16,.875,8,32,40,15,7,5,9,10,84,nan,0
DeMar DeRozan,40:13,12,24,.500,0,1,.000,8,9,.889,0,5,5,4,0,0,0,1,32,+10,1
Bismack Biyombo,39:05,3,6,.500,0,0,nan,1,2,.500,8,18,26,1,0,4,1,3,7,+12,1
Kyle Lowry,32:36,7,13,.538,4,8,.500,2,2,1.000,1,5,6,3,0,0,3,4,20,+8,1
DeMarre Carroll,27:32,4,11,.364,2,7,.286,0,0,nan,1,3,4,1,0,0,2,1,10,+7,1
Luis Scola,16:34,0,2,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,1,2,0,0,1
Cory Joseph,31:17,6,10,.600,2,3,.667,0,0,nan,1,4,5,3,0,0,2,3,14,+15,1
Patrick Patterson,29:40,4,10,.400,2,6,.333,0,0,nan,1,5,6,1,1,0,0,2,10,+17,1
Terrence Ross,12:22,1,5,.200,1,3,.333,0,0,nan,0,1,1,0,0,0,0,1,3,+5,1
James Johnson,10:41,1,2,.500,1,2,.500,0,0,nan,0,1,1,1,0,0,0,0,3,+1,1
Norman Powell,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Delon Wright,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Lucas Nogueira,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jason Thompson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,28,79,.354,14,41,.341,14,16,.875,8,32,40,15,7,5,9,10,84,nan,240,1
