Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,33:18,7,17,.412,1,4,.250,6,8,.750,0,5,5,2,3,0,1,2,21,-21,0
Chris Bosh,26:43,4,11,.364,0,0,nan,2,4,.500,0,2,2,1,0,2,1,2,10,-13,0
Ray Allen,26:31,2,4,.500,1,3,.333,4,4,1.000,0,1,1,1,1,0,0,2,9,-13,0
Shane Battier,17:37,2,6,.333,2,5,.400,0,0,nan,0,1,1,0,0,0,0,1,6,-8,0
Mario Chalmers,13:39,1,4,.250,0,2,.000,1,2,.500,0,0,0,3,0,0,0,4,3,-16,0
Norris Cole,32:24,5,9,.556,0,0,nan,2,2,1.000,0,1,1,7,0,0,4,4,12,-4,0
Udonis Haslem,25:55,0,3,.000,0,0,nan,1,2,.500,1,3,4,0,0,1,0,3,1,-8,0
Michael Beasley,22:40,7,13,.538,0,1,.000,1,2,.500,3,4,7,2,1,2,3,5,15,-3,0
Rashard Lewis,22:33,1,2,.500,1,2,.500,0,0,nan,1,2,3,0,3,0,0,1,3,-10,0
Roger Mason,18:40,3,8,.375,1,5,.200,0,0,nan,1,2,3,0,1,0,0,1,7,-4,0
Chris Andersen,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,32,77,.416,6,22,.273,17,24,.708,6,21,27,16,9,5,9,25,87,nan,0
Luol Deng,41:40,5,12,.417,4,7,.571,6,8,.750,2,3,5,5,0,1,4,4,20,+18,1
Carlos Boozer,33:08,10,17,.588,0,0,nan,7,9,.778,4,5,9,1,0,0,4,3,27,+21,1
Joakim Noah,33:02,6,9,.667,0,0,nan,5,6,.833,3,12,15,3,1,0,0,2,17,+7,1
Kirk Hinrich,28:34,4,7,.571,3,4,.750,2,2,1.000,1,4,5,7,0,0,2,5,13,+18,1
Tony Snell,28:20,3,7,.429,2,4,.500,0,0,nan,0,3,3,2,0,0,2,1,8,+14,1
Mike Dunleavy,26:00,1,4,.250,1,3,.333,0,0,nan,1,3,4,2,1,0,2,2,3,+8,1
Taj Gibson,24:24,8,12,.667,0,0,nan,3,5,.600,2,4,6,0,1,1,1,1,19,+15,1
Marquis Teague,19:27,0,3,.000,0,1,.000,0,2,.000,0,1,1,3,0,0,0,1,0,+2,1
Nazr Mohammed,4:57,0,2,.000,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,0,-1,1
Erik Murphy,0:28,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Mike James,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,32,77,.416,6,22,.273,17,24,.708,6,21,27,16,9,5,9,25,87,nan,240,1
