Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Andrea Bargnani,41:39,10,24,.417,3,3,1.000,5,6,.833,1,3,4,1,0,0,3,1,28,-10,0
Jose Calderon,41:38,4,8,.500,2,3,.667,4,4,1.000,0,5,5,13,2,0,2,3,14,-3,0
DeMar DeRozan,36:04,13,25,.520,0,1,.000,4,4,1.000,0,2,2,1,2,0,0,3,30,-6,0
Amir Johnson,28:27,5,7,.714,0,0,nan,4,4,1.000,3,3,6,1,0,0,2,3,14,-19,0
Julian Wright,27:36,2,7,.286,0,0,nan,0,0,nan,1,0,1,1,2,1,1,2,4,-14,0
Jerryd Bayless,30:00,1,5,.200,0,1,.000,5,5,1.000,0,3,3,2,1,0,2,5,7,-10,0
Ed Davis,29:07,3,4,.750,0,0,nan,0,1,.000,3,7,10,0,0,0,0,4,6,-13,0
Sundiata Gaines,5:29,0,1,.000,0,0,nan,0,0,nan,0,2,2,1,0,0,1,0,0,-10,0
Team Totals,240,38,81,.469,5,8,.625,22,24,.917,8,25,33,20,7,1,11,21,103,nan,0
LeBron James,38:00,14,29,.483,1,3,.333,9,14,.643,1,10,11,6,2,1,1,2,38,+13,1
Mario Chalmers,35:16,3,3,1.000,3,3,1.000,1,1,1.000,1,3,4,9,0,1,3,4,10,+20,1
Mike Miller,32:51,12,20,.600,6,11,.545,2,3,.667,3,7,10,3,1,0,3,4,32,+9,1
James Jones,27:04,4,6,.667,2,2,1.000,5,5,1.000,0,4,4,0,1,0,1,1,15,+17,1
Zydrunas Ilgauskas,12:58,1,2,.500,0,0,nan,2,2,1.000,1,0,1,0,0,1,1,3,4,+1,1
Joel Anthony,35:02,1,4,.250,0,0,nan,0,0,nan,3,3,6,3,0,4,1,4,2,+16,1
Eddie House,28:22,4,10,.400,4,7,.571,1,1,1.000,0,2,2,1,0,0,1,1,13,+6,1
Juwan Howard,17:43,2,4,.500,0,0,nan,0,0,nan,1,3,4,1,0,1,0,2,4,+6,1
Carlos Arroyo,12:44,1,2,.500,0,0,nan,0,0,nan,0,0,0,4,0,0,2,1,2,-3,1
240,38,81,.469,5,8,.625,22,24,.917,8,25,33,20,7,1,11,21,103,nan,240,1
