Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Shane Larkin,32:28,4,7,.571,2,2,1.000,3,4,.750,0,5,5,8,2,0,4,2,13,-18,0
Thaddeus Young,27:49,9,18,.500,0,0,nan,0,0,nan,4,4,8,0,1,0,5,2,18,-24,0
Bojan Bogdanovic,24:32,5,12,.417,1,5,.200,3,4,.750,0,5,5,3,0,0,4,3,14,-15,0
Wayne Ellington,21:20,0,8,.000,0,3,.000,0,0,nan,0,4,4,1,1,0,0,0,0,-11,0
Henry Sims,18:32,0,3,.000,0,0,nan,4,6,.667,2,3,5,1,2,0,0,4,4,-14,0
Markel Brown,24:01,3,9,.333,0,3,.000,0,0,nan,0,5,5,4,2,1,2,1,6,-8,0
Thomas Robinson,22:44,5,13,.385,0,0,nan,0,3,.000,4,7,11,1,1,0,0,1,10,-13,0
Sean Kilpatrick,21:01,2,9,.222,0,4,.000,0,0,nan,0,1,1,2,0,0,0,2,4,-9,0
Donald Sloan,20:38,4,9,.444,1,3,.333,2,2,1.000,0,0,0,5,1,0,1,0,11,+1,0
Chris McCullough,20:11,3,6,.500,0,1,.000,1,2,.500,2,4,6,1,2,1,1,4,7,+4,0
Willie Reed,6:44,0,0,nan,0,0,nan,0,0,nan,1,4,5,0,0,2,0,0,0,+7,0
Brook Lopez,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Sergey Karasev,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,94,.372,4,21,.190,13,21,.619,13,42,55,26,12,4,17,19,87,nan,0
LeBron James,30:40,8,11,.727,0,0,nan,8,10,.800,0,4,4,11,2,1,6,0,24,+28,1
Kevin Love,24:53,6,10,.600,4,8,.500,3,4,.750,3,7,10,2,1,1,3,0,19,+20,1
J.R. Smith,24:53,3,8,.375,2,7,.286,0,0,nan,0,3,3,3,2,0,1,2,8,+20,1
Kyrie Irving,24:19,4,14,.286,0,5,.000,2,2,1.000,0,2,2,3,1,1,1,2,10,+4,1
Timofey Mozgov,17:27,4,6,.667,0,0,nan,2,3,.667,2,5,7,0,0,2,1,3,10,+6,1
Tristan Thompson,23:49,2,4,.500,0,0,nan,0,0,nan,2,4,6,0,2,1,1,1,4,+21,1
Channing Frye,23:07,5,10,.500,3,6,.500,0,0,nan,2,6,8,2,0,0,1,2,13,0,1
Iman Shumpert,19:45,1,4,.250,0,2,.000,4,5,.800,0,8,8,2,1,0,1,1,6,+20,1
Matthew Dellavedova,16:33,0,6,.000,0,3,.000,0,0,nan,0,0,0,5,0,1,0,4,0,+7,1
Richard Jefferson,12:00,2,4,.500,1,3,.333,0,0,nan,0,0,0,0,0,0,0,0,5,-6,1
Mo Williams,9:06,2,5,.400,1,2,.500,0,0,nan,0,1,1,1,0,0,2,0,5,-6,1
James Jones,6:44,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,1,0,0,0,3,-7,1
Jordan McRae,6:44,0,3,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-7,1
240,35,94,.372,4,21,.190,13,21,.619,13,42,55,26,12,4,17,19,87,nan,240,1
