Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Andre Iguodala,38:46,8,12,.667,2,4,.500,2,5,.400,1,8,9,5,3,1,2,4,20,-8,0
Elton Brand,36:14,4,13,.308,0,0,nan,4,4,1.000,2,6,8,1,0,0,5,1,12,-5,0
Jrue Holiday,33:50,3,9,.333,1,3,.333,2,2,1.000,1,4,5,6,2,0,1,3,9,+1,0
Spencer Hawes,22:42,2,6,.333,0,1,.000,1,2,.500,3,5,8,1,0,0,1,4,5,0,0
Evan Turner,22:40,0,2,.000,0,0,nan,0,0,nan,0,1,1,2,0,0,1,0,0,-13,0
Thaddeus Young,24:50,4,5,.800,0,0,nan,3,6,.500,2,4,6,3,1,0,0,4,11,+6,0
Jodie Meeks,24:34,8,13,.615,5,8,.625,0,0,nan,0,0,0,2,1,0,1,2,21,+4,0
Marreese Speights,14:54,4,6,.667,0,0,nan,0,0,nan,0,3,3,0,0,0,0,3,8,-15,0
Lou Williams,14:10,2,5,.400,0,2,.000,0,2,.000,0,0,0,3,0,0,2,0,4,-10,0
Andres Nocioni,7:20,0,3,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,1,1,0,-5,0
Team Totals,240,35,74,.473,8,20,.400,12,21,.571,9,31,40,23,7,1,14,22,90,nan,0
LeBron James,40:34,5,15,.333,1,5,.200,9,11,.818,1,7,8,6,2,1,2,1,20,+11,1
Chris Bosh,37:35,9,20,.450,0,0,nan,0,0,nan,2,7,9,2,1,1,1,2,18,+15,1
Dwyane Wade,36:27,7,16,.438,0,1,.000,9,12,.750,3,3,6,8,2,0,3,2,23,-2,1
Carlos Arroyo,32:15,6,9,.667,3,4,.750,2,2,1.000,1,1,2,1,1,0,2,3,17,-2,1
Zydrunas Ilgauskas,16:17,2,3,.667,0,0,nan,0,0,nan,1,4,5,0,0,0,0,2,4,+4,1
Joel Anthony,30:40,2,4,.500,0,0,nan,3,4,.750,1,4,5,0,0,1,1,3,7,+8,1
James Jones,14:20,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,0,3,+8,1
Eddie House,13:44,1,5,.200,1,3,.333,0,0,nan,2,0,2,0,0,0,0,0,3,+13,1
Juwan Howard,11:28,2,3,.667,0,0,nan,0,0,nan,1,1,2,1,0,0,0,2,4,-9,1
Mario Chalmers,6:40,0,1,.000,0,1,.000,0,0,nan,0,0,0,1,1,0,0,1,0,-1,1
240,35,74,.473,8,20,.400,12,21,.571,9,31,40,23,7,1,14,22,90,nan,240,1
