Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:59,12,22,.545,2,5,.400,11,14,.786,1,8,9,3,5,0,4,2,37,+8,0
Chris Bosh,38:22,8,11,.727,2,2,1.000,3,4,.750,2,6,8,1,0,0,2,2,21,-8,0
Mario Chalmers,32:34,4,7,.571,1,2,.500,4,6,.667,0,0,0,1,2,0,0,3,13,+3,0
Shane Battier,25:55,1,5,.200,1,5,.200,0,0,nan,1,4,5,1,1,0,0,0,3,-9,0
Toney Douglas,15:12,2,9,.222,1,4,.250,0,0,nan,1,2,3,2,0,1,0,2,5,-1,0
Norris Cole,29:46,3,9,.333,1,4,.250,3,4,.750,0,1,1,3,2,0,4,2,10,+2,0
Ray Allen,28:34,3,6,.500,1,4,.250,0,0,nan,0,7,7,3,1,0,2,1,7,+12,0
Chris Andersen,17:56,3,5,.600,0,0,nan,0,0,nan,4,2,6,0,1,0,0,4,6,+18,0
Rashard Lewis,10:42,0,2,.000,0,1,.000,1,2,.500,0,2,2,0,0,0,0,1,1,+5,0
Greg Oden,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,76,.474,9,27,.333,22,30,.733,9,32,41,14,12,1,12,17,103,nan,0
Goran Dragic,38:47,4,12,.333,2,5,.400,5,5,1.000,1,2,3,9,4,1,3,3,15,+5,1
Channing Frye,37:39,6,13,.462,3,8,.375,0,0,nan,0,6,6,2,0,0,2,3,15,+1,1
P.J. Tucker,37:26,5,11,.455,2,3,.667,2,2,1.000,3,5,8,5,0,1,2,3,14,+4,1
Gerald Green,34:22,9,14,.643,5,8,.625,3,3,1.000,0,5,5,2,1,1,2,5,26,-3,1
Miles Plumlee,14:08,1,3,.333,0,0,nan,0,0,nan,1,5,6,0,0,0,0,2,2,+1,1
Markieff Morris,33:20,5,14,.357,0,2,.000,2,2,1.000,1,2,3,0,1,2,3,3,12,-5,1
Ish Smith,15:56,3,3,1.000,0,0,nan,2,4,.500,0,2,2,1,0,0,1,2,8,-6,1
Leandro Barbosa,14:49,2,3,.667,0,0,nan,1,1,1.000,0,1,1,1,0,0,2,0,5,-15,1
Marcus Morris,7:30,0,3,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,1,1,0,-8,1
Alex Len,6:03,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,1,0,1,0,-4,1
Dionte Christmas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Viacheslav Kravtsov,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Archie Goodwin,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,76,.474,9,27,.333,22,30,.733,9,32,41,14,12,1,12,17,103,nan,240,1
