Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:25,10,16,.625,2,4,.500,2,2,1.000,1,4,5,8,1,1,5,2,24,+13,0
Kevin Love,26:50,5,12,.417,0,3,.000,7,7,1.000,2,10,12,6,0,2,4,2,17,-2,0
Dwyane Wade,26:15,2,7,.286,0,1,.000,0,0,nan,0,2,2,3,1,0,3,3,4,-2,0
Jae Crowder,24:58,6,8,.750,2,2,1.000,0,0,nan,0,4,4,1,1,0,0,1,14,+4,0
Derrick Rose,22:53,3,4,.750,0,0,nan,6,6,1.000,1,1,2,1,2,0,1,0,12,+9,0
Tristan Thompson,24:28,4,6,.667,0,0,nan,0,0,nan,3,5,8,0,0,0,0,0,8,+16,0
J.R. Smith,22:37,3,11,.273,1,6,.167,0,0,nan,0,4,4,2,0,0,2,1,7,+15,0
Kyle Korver,19:15,6,8,.750,5,6,.833,0,0,nan,0,3,3,1,1,0,0,0,17,+14,0
Jeff Green,17:39,4,7,.571,0,2,.000,2,2,1.000,1,0,1,1,1,0,1,1,10,+10,0
Iman Shumpert,13:58,0,1,.000,0,1,.000,0,0,nan,1,1,2,1,1,0,1,1,0,+3,0
Channing Frye,1:14,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,1,0,0,0,0,3,+5,0
Cedi Osman,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+5,0
Jose Calderon,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+5,0
Team Totals,240,44,81,.543,11,26,.423,17,17,1.000,9,35,44,25,8,3,17,11,116,nan,0
Giannis Antetokounmpo,38:32,15,22,.682,0,1,.000,4,6,.667,2,6,8,8,3,1,2,2,34,-17,1
Khris Middleton,35:19,3,10,.300,0,5,.000,2,2,1.000,0,3,3,5,0,0,3,4,8,-4,1
Malcolm Brogdon,33:37,6,12,.500,4,9,.444,0,0,nan,0,2,2,1,2,0,2,2,16,-15,1
Tony Snell,31:37,3,7,.429,3,7,.429,0,0,nan,0,2,2,3,1,0,0,1,9,-5,1
Thon Maker,16:59,3,5,.600,1,1,1.000,0,0,nan,1,2,3,0,0,1,0,3,7,-3,1
Matthew Dellavedova,24:14,1,5,.200,1,3,.333,0,0,nan,0,2,2,5,0,0,3,3,3,-5,1
Greg Monroe,18:08,4,8,.500,0,0,nan,0,0,nan,3,3,6,0,0,0,3,1,8,-15,1
Jason Terry,16:23,0,4,.000,0,3,.000,2,2,1.000,0,2,2,1,3,0,0,0,2,-11,1
Mirza Teletovic,8:45,1,4,.250,1,4,.250,0,0,nan,0,0,0,0,0,0,0,0,3,-1,1
John Henson,8:15,1,1,1.000,0,0,nan,2,2,1.000,2,0,2,0,0,0,1,1,4,-5,1
Sterling Brown,5:43,1,3,.333,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,-4,1
Rashad Vaughn,1:14,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
D.J. Wilson,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
240,44,81,.543,11,26,.423,17,17,1.000,9,35,44,25,8,3,17,11,116,nan,240,1
