Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Nick Collison,31:36,1,6,.167,0,0,nan,0,0,nan,5,9,14,2,0,0,5,1,2,-18,0
Kevin Durant,31:20,10,20,.500,1,3,.333,3,3,1.000,0,6,6,1,0,1,4,0,24,-9,0
Kurt Thomas,23:18,4,7,.571,0,0,nan,0,0,nan,0,6,6,1,1,2,1,1,8,-8,0
Earl Watson,22:47,1,5,.200,0,0,nan,1,2,.500,0,1,1,6,1,1,2,1,3,-11,0
Jeff Green,22:34,2,7,.286,0,1,.000,2,3,.667,0,1,1,1,0,0,2,2,6,-4,0
Wally Szczerbiak,33:31,5,12,.417,2,3,.667,3,4,.750,2,6,8,3,0,0,2,1,15,-12,0
Delonte West,25:21,4,11,.364,0,3,.000,1,2,.500,0,2,2,5,1,1,2,3,9,-5,0
Johan Petro,24:58,2,6,.333,0,0,nan,2,2,1.000,1,5,6,0,0,0,2,3,6,-10,0
Damien Wilkins,17:13,2,4,.500,0,0,nan,0,0,nan,0,1,1,3,1,0,3,4,4,-4,0
Mickael Gelabale,7:22,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,2,+1,0
Team Totals,240,32,79,.405,3,10,.300,12,16,.750,8,37,45,22,5,5,23,16,79,nan,0
LeBron James,35:10,8,18,.444,0,3,.000,6,6,1.000,2,6,8,3,2,0,4,2,22,+13,1
Drew Gooden,25:22,1,6,.167,0,0,nan,0,0,nan,2,4,6,0,1,2,2,1,2,+7,1
Larry Hughes,24:28,4,11,.364,0,0,nan,1,2,.500,1,3,4,2,3,0,1,2,9,+13,1
Sasha Pavlovic,22:10,5,10,.500,1,4,.250,2,2,1.000,0,1,1,3,2,1,1,4,13,-2,1
Zydrunas Ilgauskas,20:48,1,6,.167,0,0,nan,2,2,1.000,0,9,9,4,1,2,0,2,4,+8,1
Anderson Varejao,29:16,5,7,.714,0,0,nan,4,6,.667,4,5,9,0,1,0,0,3,14,+16,1
Daniel Gibson,25:18,6,9,.667,5,8,.625,0,0,nan,0,1,1,2,3,0,0,2,17,+17,1
Damon Jones,23:32,1,5,.200,1,4,.250,1,2,.500,0,2,2,2,1,0,0,0,4,+3,1
Devin Brown,19:54,1,7,.143,0,1,.000,4,4,1.000,0,4,4,3,1,0,2,0,6,+15,1
Dwayne Jones,5:54,0,0,nan,0,0,nan,0,0,nan,1,1,2,1,0,1,2,2,0,-2,1
Eric Snow,4:27,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-4,1
Shannon Brown,3:41,2,6,.333,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,4,-4,1
240,32,79,.405,3,10,.300,12,16,.750,8,37,45,22,5,5,23,16,79,nan,240,1
