Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,40:48,8,17,.471,0,0,nan,2,5,.400,6,3,9,2,2,0,3,3,18,-2,0
Matthew Dellavedova,39:08,1,7,.143,1,2,.500,0,2,.000,1,1,2,8,1,0,2,2,3,-3,0
Kevin Love,37:25,8,18,.444,1,6,.167,11,13,.846,4,15,19,2,2,0,3,1,28,0,0
Joe Harris,31:38,6,12,.500,4,8,.500,0,0,nan,0,1,1,4,1,0,1,4,16,-1,0
Mike Miller,24:01,2,7,.286,2,4,.500,0,0,nan,0,4,4,2,1,0,0,0,6,+15,0
James Jones,27:21,3,7,.429,3,6,.500,0,0,nan,0,2,2,1,0,0,1,2,9,-6,0
Shawn Marion,21:57,2,7,.286,0,1,.000,2,2,1.000,1,3,4,1,1,1,0,1,6,-3,0
A.J. Price,13:43,3,10,.300,0,3,.000,0,0,nan,1,1,2,3,0,0,1,0,6,-7,0
Brendan Haywood,3:59,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-8,0
Dion Waiters,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Alex Kirk,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,85,.388,11,30,.367,15,22,.682,13,30,43,23,8,1,11,13,92,nan,0
Michael Carter-Williams,41:44,8,19,.421,1,6,.167,1,1,1.000,2,4,6,13,2,1,1,3,18,+1,1
Robert Covington,39:23,4,9,.444,4,7,.571,4,5,.800,1,5,6,1,1,0,0,3,16,+3,1
K.J. McDaniels,31:43,5,8,.625,2,3,.667,0,0,nan,0,3,3,4,0,2,3,5,12,+11,1
Nerlens Noel,25:30,2,9,.222,0,0,nan,2,2,1.000,1,5,6,0,0,2,2,2,6,-7,1
Henry Sims,23:58,6,9,.667,0,0,nan,0,0,nan,0,7,7,2,0,0,4,3,12,+4,1
Tony Wroten,27:42,8,18,.444,0,6,.000,4,6,.667,1,0,1,8,0,0,5,1,20,+11,1
Furkan Aldemir,19:05,0,0,nan,0,0,nan,0,0,nan,2,8,10,1,0,1,0,3,0,+9,1
Jerami Grant,18:32,3,3,1.000,0,0,nan,1,1,1.000,0,1,1,2,1,2,2,3,7,-3,1
Malcolm Thomas,10:44,1,3,.333,0,1,.000,0,0,nan,1,1,2,0,1,0,0,0,2,-12,1
JaKarr Sampson,1:39,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,2,-2,1
Hollis Thompson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Luc Mbah a Moute,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,85,.388,11,30,.367,15,22,.682,13,30,43,23,8,1,11,13,92,nan,240,1
