Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Shaquille O'Neal,48:00,14,21,.667,0,0,nan,9,20,.450,3,9,12,6,0,2,1,2,37,+2,0
Derek Fisher,48:00,1,6,.167,0,1,.000,4,5,.800,0,8,8,4,0,0,1,3,6,-1,0
Gary Payton,43:00,12,20,.600,2,4,.500,4,6,.667,0,4,4,6,0,2,1,0,30,+7,0
Rick Fox,31:00,2,10,.200,1,5,.200,0,0,nan,0,4,4,3,2,1,1,6,5,-4,0
Stanislav Medvedenko,19:00,3,5,.600,0,0,nan,1,2,.500,3,3,6,1,0,1,1,4,7,-11,0
Horace Grant,33:00,5,6,.833,0,0,nan,1,1,1.000,3,9,12,3,0,1,1,3,11,+16,0
Devean George,19:00,2,6,.333,0,1,.000,0,0,nan,1,2,3,0,0,0,1,2,4,+6,0
Maurice Carter,13:00,1,3,.333,0,0,nan,7,8,.875,0,1,1,1,0,0,0,2,9,+8,0
Bryon Russell,6:00,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,2,0,2,-1,0
Luke Walton,5:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+3,0
Team Totals,265,41,79,.519,3,11,.273,26,42,.619,10,41,51,24,2,7,9,22,111,nan,0
Carlos Boozer,46:00,11,17,.647,0,0,nan,3,3,1.000,3,13,16,7,1,0,2,2,25,-1,1
LeBron James,43:00,12,26,.462,4,4,1.000,4,5,.800,0,4,4,4,0,0,0,0,32,-2,1
Eric Williams,36:00,4,13,.308,1,4,.250,11,13,.846,1,2,3,2,1,0,0,4,20,-2,1
Jeff McInnis,33:00,1,8,.125,0,1,.000,0,0,nan,1,0,1,6,0,0,1,6,2,-2,1
Zydrunas Ilgauskas,32:00,5,13,.385,0,0,nan,2,2,1.000,4,5,9,0,1,2,1,6,12,-4,1
DeSagana Diop,22:00,3,5,.600,0,0,nan,0,2,.000,2,3,5,0,1,1,0,6,6,0,1
Kevin Ollie,21:00,0,4,.000,0,0,nan,1,2,.500,0,5,5,1,1,1,1,1,1,-3,1
Ira Newble,18:00,1,4,.250,0,0,nan,0,0,nan,1,0,1,2,0,0,0,2,2,-1,1
Dajuan Wagner,14:00,2,6,.333,1,2,.500,1,2,.500,1,2,3,1,0,0,1,5,6,-10,1
265,41,79,.519,3,11,.273,26,42,.619,10,41,51,24,2,7,9,22,111,nan,265,1
