Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,34:49,6,13,.462,1,2,.500,9,10,.900,1,4,5,5,2,0,3,1,22,+21,0
Timofey Mozgov,33:24,5,10,.500,0,0,nan,7,8,.875,2,2,4,1,1,2,0,3,17,+23,0
Kevin Love,32:57,9,17,.529,2,6,.333,1,2,.500,2,12,14,2,0,1,3,2,21,+24,0
LeBron James,28:58,10,14,.714,4,6,.667,3,5,.600,0,7,7,8,1,1,2,3,27,+27,0
J.R. Smith,28:56,8,14,.571,5,8,.625,0,0,nan,2,6,8,2,1,0,0,3,21,+28,0
Iman Shumpert,31:44,2,6,.333,1,3,.333,2,2,1.000,2,2,4,6,6,0,1,4,7,+15,0
Matthew Dellavedova,14:55,0,2,.000,0,0,nan,2,2,1.000,2,0,2,1,0,0,0,3,2,+5,0
Tristan Thompson,11:35,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,2,4,0,+1,0
James Jones,11:33,2,5,.400,2,5,.400,0,0,nan,1,1,2,0,0,0,1,2,6,+10,0
Kendrick Perkins,6:31,2,3,.667,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,4,+8,0
Joe Harris,4:38,0,3,.000,0,2,.000,0,0,nan,0,2,2,0,0,0,0,2,0,+3,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,44,87,.506,15,32,.469,24,29,.828,12,38,50,25,11,5,12,28,127,nan,0
Monta Ellis,31:40,8,18,.444,0,4,.000,1,2,.500,1,2,3,4,2,1,0,1,17,-18,1
Chandler Parsons,31:33,7,12,.583,3,4,.750,1,2,.500,1,4,5,1,0,1,4,1,18,-28,1
Dirk Nowitzki,28:57,3,10,.300,1,3,.333,6,7,.857,2,2,4,1,1,1,2,4,13,-24,1
Rajon Rondo,24:19,2,6,.333,0,1,.000,0,0,nan,0,1,1,3,1,0,2,2,4,-21,1
Tyson Chandler,23:11,1,4,.250,0,0,nan,7,8,.875,6,4,10,0,1,1,1,3,9,-25,1
Devin Harris,20:58,2,4,.500,1,2,.500,2,2,1.000,1,0,1,2,1,0,0,2,7,-9,1
Richard Jefferson,19:57,2,4,.500,0,1,.000,1,2,.500,1,4,5,1,0,0,2,5,5,-11,1
Amar'e Stoudemire,19:42,7,11,.636,0,0,nan,1,2,.500,2,1,3,0,0,0,1,1,15,-4,1
J.J. Barea,13:56,0,3,.000,0,1,.000,2,2,1.000,0,3,3,5,0,0,1,0,2,-14,1
Charlie Villanueva,8:29,0,4,.000,0,3,.000,1,4,.250,0,1,1,0,0,0,1,1,1,-10,1
Al-Farouq Aminu,7:04,0,3,.000,0,0,nan,0,0,nan,1,2,3,0,0,0,1,2,0,+7,1
Bernard James,5:07,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,1,1,0,2,-4,1
Raymond Felton,5:07,0,1,.000,0,1,.000,1,2,.500,0,2,2,1,0,1,0,0,1,-4,1
240,44,87,.506,15,32,.469,24,29,.828,12,38,50,25,11,5,12,28,127,nan,240,1
