Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Sasha Pavlovic,41:20,7,17,.412,4,7,.571,4,6,.667,0,1,1,5,1,0,2,4,22,+7,0
Drew Gooden,40:27,9,16,.563,0,0,nan,5,6,.833,4,8,12,1,0,1,4,4,23,+15,0
LeBron James,35:47,10,21,.476,1,6,.167,9,15,.600,3,8,11,10,4,1,2,1,30,+9,0
Zydrunas Ilgauskas,30:31,4,9,.444,0,0,nan,0,0,nan,2,6,8,0,1,3,3,3,8,-8,0
Daniel Gibson,15:16,3,6,.500,2,3,.667,0,0,nan,1,3,4,0,1,0,1,6,8,+3,0
Damon Jones,22:45,3,5,.600,2,4,.500,0,1,.000,0,1,1,4,0,0,0,2,8,+4,0
Devin Brown,21:29,2,5,.400,2,2,1.000,0,0,nan,2,3,5,2,0,0,3,1,6,+3,0
Ira Newble,15:57,2,5,.400,2,2,1.000,0,0,nan,1,2,3,0,2,1,1,3,6,+4,0
Eric Snow,11:58,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,2,0,0,2,0,-12,0
Dwayne Jones,4:30,0,1,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,1,1,0,0,0
Team Totals,240,40,86,.465,13,24,.542,18,28,.643,13,34,47,23,11,6,17,27,111,nan,0
Danny Granger,42:08,7,15,.467,1,4,.250,6,8,.750,1,3,4,3,1,1,4,5,21,+8,1
Jamaal Tinsley,39:43,7,20,.350,1,4,.250,9,11,.818,1,8,9,10,1,1,8,1,24,-14,1
Jeff Foster,35:03,3,6,.500,0,0,nan,3,4,.750,3,6,9,1,1,1,2,2,9,-16,1
Mike Dunleavy,30:42,3,5,.600,2,2,1.000,0,0,nan,0,4,4,1,0,0,0,2,8,-22,1
Troy Murphy,24:23,1,10,.100,0,3,.000,1,2,.500,0,3,3,1,1,0,0,3,3,-9,1
Marquis Daniels,24:18,9,12,.750,0,0,nan,7,8,.875,2,1,3,1,0,0,0,0,25,+12,1
David Harrison,24:11,3,7,.429,0,0,nan,5,8,.625,2,5,7,0,2,1,1,6,11,+5,1
Shawne Williams,19:33,2,6,.333,1,2,.500,0,0,nan,1,2,3,0,1,0,1,1,5,+11,1
240,40,86,.465,13,24,.542,18,28,.643,13,34,47,23,11,6,17,27,111,nan,240,1
