Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:30,9,19,.474,1,4,.250,7,9,.778,2,8,10,13,1,0,5,0,26,+2,0
Kyrie Irving,40:45,14,27,.519,5,11,.455,6,6,1.000,1,3,4,2,0,0,1,0,39,-1,0
J.R. Smith,38:31,0,11,.000,0,7,.000,0,0,nan,1,4,5,1,0,1,0,2,0,-2,0
Tristan Thompson,36:29,5,8,.625,0,0,nan,2,4,.500,5,7,12,0,0,2,1,4,12,+5,0
Kevin Love,27:54,6,13,.462,4,8,.500,9,9,1.000,3,8,11,1,0,0,1,0,25,+10,0
Richard Jefferson,28:00,1,6,.167,0,5,.000,0,0,nan,2,2,4,1,2,0,0,4,2,+6,0
James Jones,10:54,2,2,1.000,2,2,1.000,0,0,nan,0,0,0,0,1,0,0,2,6,-3,0
Mike Dunleavy,8:42,1,6,.167,0,3,.000,0,0,nan,0,0,0,1,0,0,0,1,2,-2,0
DeAndre Liggins,7:15,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,1,1,0,+5,0
Iman Shumpert,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Chris Andersen,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kay Felder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,92,.413,12,40,.300,24,28,.857,14,32,46,19,5,3,9,14,112,nan,0
Gerald Henderson,31:45,5,13,.385,1,6,.167,2,2,1.000,1,4,5,4,1,1,0,3,13,+10,1
Ersan Ilyasova,28:28,5,10,.500,2,5,.400,1,1,1.000,2,4,6,1,0,0,3,3,13,+4,1
Sergio Rodriguez,28:11,5,9,.556,2,3,.667,0,0,nan,0,2,2,7,2,0,2,2,12,+9,1
Joel Embiid,25:11,8,18,.444,3,4,.750,3,5,.600,4,5,9,4,0,3,3,2,22,-3,1
Robert Covington,20:42,3,9,.333,2,6,.333,0,0,nan,1,5,6,0,1,0,0,2,8,+12,1
Nik Stauskas,24:48,4,6,.667,2,4,.500,1,2,.500,0,3,3,4,0,0,1,2,11,-22,1
Jahlil Okafor,22:49,7,11,.636,0,0,nan,0,0,nan,2,7,9,1,0,0,2,4,14,-1,1
T.J. McConnell,19:49,1,4,.250,0,0,nan,0,0,nan,2,2,4,3,1,0,1,0,2,-13,1
Dario Saric,19:32,4,9,.444,2,4,.500,0,0,nan,1,3,4,3,0,1,4,3,10,-8,1
Hollis Thompson,18:45,1,3,.333,1,2,.500,0,0,nan,0,2,2,2,0,0,0,3,3,-8,1
Jerryd Bayless,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Timothe Luwawu-Cabarrot,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Richaun Holmes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,92,.413,12,40,.300,24,28,.857,14,32,46,19,5,3,9,14,112,nan,240,1
