Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Thaddeus Young,37:50,12,18,.667,2,4,.500,0,0,nan,1,5,6,0,4,0,1,3,26,+13,0
Domantas Sabonis,35:15,6,15,.400,0,0,nan,3,4,.750,1,11,12,6,0,1,3,3,15,+18,0
Victor Oladipo,34:01,9,20,.450,5,7,.714,0,0,nan,1,1,2,7,1,0,3,3,23,+14,0
Bojan Bogdanovic,32:26,6,9,.667,3,4,.750,2,2,1.000,0,2,2,3,2,0,0,2,17,+7,0
Darren Collison,30:01,9,10,.900,3,3,1.000,4,5,.800,1,4,5,8,1,0,1,4,25,+15,0
Cory Joseph,23:23,3,7,.429,2,3,.667,1,2,.500,1,3,4,6,1,0,2,3,9,+12,0
Lance Stephenson,17:13,0,4,.000,0,3,.000,0,0,nan,0,5,5,3,0,0,1,2,0,+1,0
T.J. Leaf,12:48,2,3,.667,1,1,1.000,0,0,nan,1,1,2,0,0,0,0,2,5,-4,0
Damien Wilkins,12:20,1,3,.333,0,1,.000,0,0,nan,2,1,3,1,0,0,0,0,2,+5,0
Al Jefferson,4:43,1,1,1.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,1,2,+4,0
Ike Anigbogu,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Alex Poythress,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,49,90,.544,16,26,.615,10,13,.769,8,35,43,35,9,1,11,23,124,nan,0
LeBron James,37:28,14,22,.636,1,5,.200,4,5,.800,1,5,6,11,2,1,8,1,33,-12,1
Kevin Love,36:00,4,12,.333,2,6,.333,3,4,.750,2,11,13,3,0,1,0,0,13,-10,1
J.R. Smith,33:19,2,6,.333,2,6,.333,0,0,nan,0,2,2,3,0,0,2,1,6,-13,1
Derrick Rose,28:51,9,13,.692,0,0,nan,1,2,.500,1,3,4,1,0,0,2,2,19,-10,1
Tristan Thompson,14:54,1,1,1.000,0,0,nan,0,0,nan,3,4,7,0,0,1,0,1,2,-8,1
Jae Crowder,33:33,3,10,.300,0,5,.000,3,3,1.000,1,3,4,0,1,0,0,2,9,-24,1
Jeff Green,20:06,6,8,.750,1,2,.500,2,4,.500,0,3,3,1,2,0,2,5,15,+7,1
Dwyane Wade,16:42,2,7,.286,0,2,.000,1,2,.500,0,1,1,4,0,0,1,4,5,0,1
Kyle Korver,16:15,2,7,.286,1,5,.200,0,0,nan,0,1,1,2,1,0,1,3,5,-3,1
Cedi Osman,0:43,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Channing Frye,0:43,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Jose Calderon,0:43,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Ante Zizic,0:43,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
240,49,90,.544,16,26,.615,10,13,.769,8,35,43,35,9,1,11,23,124,nan,240,1
