Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Norman Powell,34:04,10,13,.769,3,5,.600,2,2,1.000,1,1,2,2,1,0,0,2,25,+6,0
Kyle Lowry,17:09,4,8,.500,1,5,.200,4,6,.667,0,2,2,4,0,0,4,1,13,+11,0
DeMarre Carroll,16:28,1,5,.200,0,3,.000,0,0,nan,0,6,6,1,1,0,1,0,2,+2,0
Jonas Valanciunas,15:25,6,10,.600,1,1,1.000,0,0,nan,3,4,7,1,1,0,1,1,13,+15,0
Patrick Patterson,14:51,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,0,2,0,0,0,3,+2,0
Pascal Siakam,28:16,4,8,.500,0,1,.000,0,0,nan,2,8,10,0,1,0,1,3,8,+22,0
Delon Wright,28:07,3,10,.300,1,3,.333,2,4,.500,1,0,1,0,2,0,1,1,9,+15,0
Jakob Poeltl,22:53,3,3,1.000,0,0,nan,1,2,.500,2,3,5,2,0,1,0,5,7,-3,0
Fred VanVleet,20:37,2,7,.286,0,1,.000,1,2,.500,0,4,4,6,0,0,0,3,5,+9,0
Bruno Caboclo,17:19,5,11,.455,1,3,.333,0,0,nan,2,2,4,1,0,1,0,1,11,-3,0
Lucas Nogueira,12:33,0,3,.000,0,2,.000,0,0,nan,1,2,3,2,0,0,0,1,0,-5,0
Cory Joseph,6:09,1,5,.200,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,+2,0
P.J. Tucker,6:09,0,2,.000,0,1,.000,0,0,nan,0,2,2,1,0,0,0,2,0,+2,0
Team Totals,240,40,86,.465,8,26,.308,10,16,.625,12,36,48,20,8,2,8,20,98,nan,0
Iman Shumpert,29:52,3,8,.375,0,3,.000,5,6,.833,1,2,3,3,2,0,4,1,11,-8,1
Deron Williams,24:32,3,6,.500,3,4,.750,1,1,1.000,0,3,3,4,0,0,4,4,10,-16,1
J.R. Smith,24:32,1,9,.111,1,6,.167,0,0,nan,0,2,2,4,1,0,1,2,3,-16,1
Tristan Thompson,18:28,5,6,.833,0,0,nan,0,2,.000,3,1,4,0,1,0,1,0,10,-17,1
Channing Frye,7:22,2,4,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,0,5,-2,1
James Jones,36:00,3,16,.188,1,12,.083,2,3,.667,1,4,5,2,0,1,1,2,9,-10,1
Derrick Williams,27:29,3,8,.375,2,3,.667,2,2,1.000,0,4,4,3,0,0,0,0,10,-2,1
Richard Jefferson,25:35,1,4,.250,1,3,.333,4,5,.800,0,6,6,2,1,0,1,1,7,-5,1
Edy Tavares,24:00,3,4,.750,0,0,nan,0,1,.000,4,6,10,1,0,6,2,3,6,+4,1
Dahntay Jones,12:00,3,8,.375,0,2,.000,3,4,.750,1,1,2,1,0,0,1,1,9,+2,1
Kyle Korver,10:10,1,3,.333,1,2,.500,0,0,nan,0,2,2,0,0,0,0,0,3,-5,1
Kevin Love,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,86,.465,8,26,.308,10,16,.625,12,36,48,20,8,2,8,20,98,nan,240,1
