Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:34,15,26,.577,2,4,.500,6,6,1.000,0,9,9,5,1,0,3,3,38,+20,0
Chris Bosh,33:55,4,9,.444,0,0,nan,3,5,.600,1,3,4,2,1,0,2,0,11,+5,0
Dwyane Wade,30:34,12,20,.600,1,4,.250,6,6,1.000,4,7,11,4,0,1,4,4,31,+17,0
Carlos Arroyo,19:12,1,2,.500,0,0,nan,0,0,nan,0,0,0,2,0,0,1,1,2,+7,0
Zydrunas Ilgauskas,12:42,1,3,.333,0,0,nan,0,0,nan,0,1,1,0,0,0,1,3,2,-1,0
Joel Anthony,35:18,1,1,1.000,0,0,nan,0,0,nan,4,7,11,1,0,3,0,1,2,+15,0
Mario Chalmers,28:48,1,7,.143,0,3,.000,0,0,nan,0,4,4,1,2,0,0,0,2,+7,0
James Jones,19:44,2,4,.500,2,4,.500,0,0,nan,0,3,3,0,1,1,0,3,6,-7,0
Juwan Howard,14:05,0,2,.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,0,2,+9,0
Mike Miller,9:08,0,2,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,0,-2,0
Team Totals,240,37,76,.487,5,15,.333,17,19,.895,10,36,46,15,5,5,11,15,96,nan,0
Stephen Jackson,36:39,7,15,.467,1,5,.200,7,8,.875,0,2,2,5,2,0,5,2,22,-16,1
D.J. Augustin,29:22,4,10,.400,2,4,.500,6,7,.857,0,1,1,3,1,0,1,0,16,-16,1
Kwame Brown,22:59,1,4,.250,0,0,nan,3,4,.750,4,3,7,0,1,0,1,3,5,-2,1
Gerald Henderson,22:13,3,9,.333,0,0,nan,0,0,nan,0,2,2,0,2,1,0,2,6,-20,1
Boris Diaw,20:04,2,4,.500,0,0,nan,0,0,nan,0,2,2,5,0,0,2,4,4,-2,1
Shaun Livingston,25:26,2,6,.333,0,0,nan,0,0,nan,1,1,2,1,1,0,2,1,4,-2,1
Dominic McGuire,23:31,2,4,.500,0,0,nan,0,0,nan,2,5,7,1,0,0,1,2,4,-14,1
Tyrus Thomas,21:32,4,14,.286,0,0,nan,0,0,nan,1,4,5,1,0,1,2,2,8,-13,1
Derrick Brown,18:42,3,6,.500,0,0,nan,1,2,.500,3,1,4,1,0,0,0,2,7,+1,1
Matt Carroll,12:30,1,5,.200,0,1,.000,2,2,1.000,1,1,2,1,1,0,1,2,4,+6,1
Sherron Collins,3:31,1,1,1.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,2,+4,1
Eduardo Najera,3:31,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+4,1
240,37,76,.487,5,15,.333,17,19,.895,10,36,46,15,5,5,11,15,96,nan,240,1
