Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,36:57,3,17,.176,1,5,.200,2,2,1.000,0,1,1,5,1,0,1,1,9,-13,0
Kevin Love,35:32,7,14,.500,5,8,.625,3,3,1.000,1,9,10,2,0,0,1,4,22,-8,0
LeBron James,34:56,4,12,.333,2,4,.500,1,1,1.000,1,6,7,7,1,0,3,2,11,-15,0
Dion Waiters,27:30,3,11,.273,0,0,nan,0,0,nan,0,0,0,0,1,0,3,4,6,-9,0
Anderson Varejao,27:28,4,7,.571,0,1,.000,1,2,.500,2,3,5,2,0,1,4,3,9,-12,0
Tristan Thompson,22:04,4,12,.333,0,0,nan,2,4,.500,5,3,8,0,1,0,2,1,10,-9,0
Shawn Marion,18:07,3,5,.600,1,1,1.000,0,0,nan,2,1,3,1,1,2,0,0,7,-7,0
Mike Miller,14:03,1,1,1.000,0,0,nan,0,0,nan,1,3,4,0,0,0,0,1,2,-6,0
Matthew Dellavedova,11:00,1,4,.250,0,1,.000,0,0,nan,1,1,2,0,0,0,0,2,2,-7,0
Joe Harris,4:40,1,2,.500,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,2,-4,0
Alex Kirk,3:06,0,0,nan,0,0,nan,2,2,1.000,0,0,0,1,0,0,0,0,2,-1,0
James Jones,3:06,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Brendan Haywood,1:31,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-3,0
Team Totals,240,31,85,.365,9,21,.429,11,14,.786,13,28,41,18,5,3,14,19,82,nan,0
LaMarcus Aldridge,37:10,7,15,.467,0,1,.000,2,2,1.000,1,3,4,2,1,0,2,4,16,+13,1
Wesley Matthews,36:28,8,14,.571,3,8,.375,2,3,.667,1,5,6,2,0,0,2,4,21,+27,1
Nicolas Batum,36:18,3,6,.500,0,3,.000,1,2,.500,1,8,9,5,0,1,2,3,7,+14,1
Damian Lillard,36:13,6,13,.462,5,10,.500,10,10,1.000,1,5,6,7,1,1,0,2,27,+15,1
Robin Lopez,29:15,8,11,.727,0,0,nan,3,4,.750,2,4,6,2,3,1,0,1,19,+19,1
Steve Blake,20:49,0,2,.000,0,2,.000,0,0,nan,0,2,2,2,0,0,2,1,0,-3,1
Chris Kaman,17:23,2,4,.500,0,0,nan,1,2,.500,1,6,7,0,0,1,3,2,5,0,1
Will Barton,11:49,1,5,.200,0,1,.000,0,2,.000,0,0,0,1,1,0,0,0,2,+4,1
Thomas Robinson,10:35,1,3,.333,0,0,nan,0,0,nan,2,6,8,0,1,0,0,3,2,+6,1
Allen Crabbe,1:20,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,0,1
Meyers Leonard,1:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
CJ McCollum,1:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Dorell Wright,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,31,85,.365,9,21,.429,11,14,.786,13,28,41,18,5,3,14,19,82,nan,240,1
