Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:16,14,26,.538,4,8,.500,7,13,.538,2,8,10,8,2,3,5,3,39,+5,0
Mo Williams,40:26,7,16,.438,5,11,.455,2,5,.400,0,2,2,3,0,0,3,4,21,+5,0
Antawn Jamison,37:09,7,17,.412,1,6,.167,4,4,1.000,4,7,11,2,0,0,1,5,19,-4,0
Anthony Parker,28:00,2,7,.286,2,6,.333,2,3,.667,0,6,6,1,0,0,1,2,8,-4,0
Shaquille O'Neal,19:58,2,8,.250,0,0,nan,2,2,1.000,3,1,4,1,0,2,1,3,6,-5,0
Delonte West,30:03,3,5,.600,1,2,.500,0,0,nan,2,0,2,3,2,1,1,1,7,-1,0
Anderson Varejao,20:22,0,1,.000,0,0,nan,3,4,.750,2,4,6,2,1,0,1,6,3,+1,0
Jamario Moon,13:44,1,2,.500,1,2,.500,0,0,nan,0,1,1,1,0,1,0,0,3,+1,0
Zydrunas Ilgauskas,5:17,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,-8,0
J.J. Hickson,0:46,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,36,82,.439,14,35,.400,20,31,.645,14,29,43,21,5,7,13,24,106,nan,0
Derrick Rose,42:19,13,26,.500,1,2,.500,4,6,.667,0,2,2,7,0,0,0,1,31,+6,1
Luol Deng,42:09,9,16,.563,0,3,.000,2,3,.667,0,3,3,0,1,1,1,4,20,0,1
Kirk Hinrich,39:26,9,12,.750,4,4,1.000,5,8,.625,0,5,5,5,1,0,1,3,27,-7,1
Taj Gibson,33:48,4,12,.333,0,0,nan,0,0,nan,0,5,5,2,0,0,1,1,8,-4,1
Joakim Noah,32:33,3,7,.429,0,0,nan,4,4,1.000,4,11,15,5,2,2,1,5,10,+13,1
Ronald Murray,24:29,1,5,.200,0,2,.000,0,0,nan,1,5,6,3,1,0,1,2,2,-4,1
Brad Miller,19:47,3,6,.500,0,1,.000,4,4,1.000,1,4,5,0,0,1,2,3,10,+4,1
James Johnson,5:29,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,1,3,0,+2,1
240,36,82,.439,14,35,.400,20,31,.645,14,29,43,21,5,7,13,24,106,nan,240,1
