Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ray Allen,49:09,10,25,.400,5,12,.417,4,6,.667,2,5,7,5,2,0,3,1,29,-4,0
Paul Pierce,44:53,5,15,.333,1,6,.167,5,6,.833,0,6,6,5,1,0,4,4,16,-11,0
Kevin Garnett,43:50,8,14,.571,0,0,nan,3,4,.750,2,3,5,5,1,3,2,5,19,-9,0
Rajon Rondo,43:33,1,9,.111,0,0,nan,1,2,.500,3,4,7,6,1,0,0,1,3,-5,0
Kendrick Perkins,31:36,3,6,.500,0,0,nan,5,8,.625,1,4,5,0,2,3,1,3,11,-12,0
James Posey,20:40,4,8,.500,3,5,.600,0,1,.000,0,6,6,0,1,0,1,3,11,+9,0
Eddie House,15:33,1,3,.333,1,2,.500,0,0,nan,0,0,0,4,0,0,1,1,3,-2,0
Glen Davis,6:02,3,3,1.000,0,0,nan,2,2,1.000,2,0,2,0,0,0,0,0,8,+5,0
Scot Pollard,4:53,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,0,3,2,0,0
Brian Scalabrine,4:52,1,1,1.000,0,0,nan,0,0,nan,0,1,1,1,0,1,0,1,2,+4,0
Team Totals,265,37,86,.430,10,25,.400,20,29,.690,10,30,40,26,8,7,12,22,104,nan,0
Daniel Gibson,46:31,3,11,.273,1,5,.200,1,2,.500,1,3,4,3,0,0,2,2,8,+5,1
LeBron James,45:46,11,25,.440,2,8,.250,14,15,.933,0,4,4,13,2,2,3,2,38,+14,1
Zydrunas Ilgauskas,44:30,6,10,.600,0,0,nan,3,3,1.000,3,12,15,5,0,4,3,4,15,+16,1
Sasha Pavlovic,44:04,6,12,.500,2,4,.500,2,4,.500,0,4,4,3,3,0,2,5,16,+19,1
Drew Gooden,42:36,11,15,.733,0,0,nan,2,4,.500,3,10,13,0,0,1,2,4,24,+15,1
Ira Newble,16:38,0,1,.000,0,0,nan,2,2,1.000,0,4,4,0,0,0,0,1,2,-22,1
Devin Brown,14:02,1,2,.500,0,1,.000,4,6,.667,1,1,2,0,0,0,0,1,6,-11,1
Damon Jones,8:53,0,3,.000,0,2,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-7,1
Dwayne Jones,1:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,1
Eric Snow,0:41,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
265,37,86,.430,10,25,.400,20,29,.690,10,30,40,26,8,7,12,22,104,nan,265,1
