Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Mo Williams,35:42,2,13,.154,0,3,.000,2,2,1.000,0,2,2,6,0,0,1,5,6,-21,0
LeBron James,35:08,12,20,.600,3,7,.429,7,8,.875,0,2,2,9,2,0,6,4,34,-12,0
Anthony Parker,31:24,2,7,.286,2,5,.400,0,0,nan,1,3,4,1,0,0,2,1,6,-4,0
Zydrunas Ilgauskas,27:38,5,8,.625,0,0,nan,0,0,nan,2,7,9,1,0,2,1,5,10,-13,0
J.J. Hickson,19:49,2,4,.500,0,0,nan,2,2,1.000,0,2,2,0,0,0,1,4,6,-24,0
Jamario Moon,26:15,4,8,.500,2,4,.500,0,0,nan,0,5,5,0,2,1,0,2,10,-3,0
Delonte West,21:53,3,7,.429,0,1,.000,3,3,1.000,0,0,0,1,2,3,3,2,9,-9,0
Darnell Jackson,20:35,5,8,.625,0,0,nan,0,0,nan,3,4,7,1,1,1,1,2,10,-1,0
Daniel Gibson,17:53,0,2,.000,0,1,.000,0,0,nan,0,3,3,2,1,0,0,1,0,+2,0
Danny Green,1:41,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,0,0
Jawad Williams,1:41,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Coby Karl,0:21,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,35,78,.449,7,22,.318,14,15,.933,6,29,35,21,8,7,15,26,91,nan,0
Caron Butler,40:26,6,16,.375,0,2,.000,7,7,1.000,2,4,6,1,1,0,3,3,19,+20,1
Mike Miller,38:30,7,11,.636,2,4,.500,1,1,1.000,1,7,8,6,1,0,3,0,17,+26,1
Antawn Jamison,37:35,12,22,.545,2,7,.286,5,6,.833,6,4,10,2,1,0,2,3,31,+4,1
Gilbert Arenas,32:19,6,22,.273,1,8,.125,5,6,.833,1,5,6,8,1,0,2,2,18,+7,1
Brendan Haywood,30:14,1,1,1.000,0,0,nan,4,4,1.000,6,7,13,0,0,3,0,1,6,+13,1
Earl Boykins,19:33,3,7,.429,0,1,.000,3,3,1.000,0,1,1,3,0,0,1,3,9,+2,1
Andray Blatche,17:19,1,1,1.000,0,0,nan,4,6,.667,0,0,0,0,2,0,1,2,6,+8,1
DeShawn Stevenson,16:41,0,0,nan,0,0,nan,2,2,1.000,0,3,3,1,0,1,0,0,2,+14,1
Dominic McGuire,3:42,0,3,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,1,0,-5,1
Randy Foye,3:41,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-4,1
240,35,78,.449,7,22,.318,14,15,.933,6,29,35,21,8,7,15,26,91,nan,240,1
