Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Lamar Odom,47:12,9,15,.600,2,4,.500,5,7,.714,1,7,8,9,3,0,0,4,25,+2,0
Kobe Bryant,45:00,15,33,.455,1,4,.250,7,7,1.000,0,6,6,5,3,1,3,4,38,+2,0
Smush Parker,38:00,5,8,.625,2,3,.667,2,3,.667,0,3,3,5,1,0,1,3,14,-4,0
Kwame Brown,35:48,3,4,.750,0,0,nan,2,4,.500,0,5,5,1,1,1,1,4,8,-15,0
Brian Cook,15:10,2,6,.333,0,0,nan,0,0,nan,0,2,2,1,0,0,1,2,4,-6,0
Luke Walton,27:35,1,4,.250,0,0,nan,0,0,nan,0,5,5,3,1,1,4,0,2,+5,0
Sasha Vujacic,15:03,0,1,.000,0,1,.000,0,0,nan,0,2,2,2,0,0,0,0,0,+1,0
Andrew Bynum,12:09,2,2,1.000,0,0,nan,0,0,nan,0,0,0,1,1,0,0,2,4,+14,0
Devean George,4:03,0,3,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,2,0,-4,0
Team Totals,240,37,76,.487,5,13,.385,16,21,.762,1,31,32,27,10,3,10,21,95,nan,0
LeBron James,46:52,10,24,.417,3,4,.750,6,10,.600,1,7,8,7,1,0,7,3,29,0,1
Zydrunas Ilgauskas,35:09,10,16,.625,0,0,nan,5,5,1.000,4,3,7,1,1,3,0,5,25,+18,1
Eric Snow,33:30,0,0,nan,0,0,nan,2,2,1.000,0,1,1,2,2,0,2,4,2,-6,1
Ronald Murray,32:58,8,16,.500,1,3,.333,4,8,.500,0,8,8,2,2,1,0,3,21,+10,1
Drew Gooden,30:15,4,8,.500,0,0,nan,1,2,.500,1,8,9,0,0,1,2,4,9,+7,1
Damon Jones,20:58,1,4,.250,1,4,.250,0,0,nan,0,0,0,2,0,0,1,0,3,-3,1
Donyell Marshall,19:12,3,4,.750,1,2,.500,0,0,nan,1,3,4,0,0,0,1,2,7,-5,1
Anderson Varejao,11:21,0,1,.000,0,0,nan,0,2,.000,1,1,2,0,0,0,0,1,0,-18,1
Sasha Pavlovic,9:43,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
Ira Newble,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,37,76,.487,5,13,.385,16,21,.762,1,31,32,27,10,3,10,21,95,nan,240,1
