Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kent Bazemore,26:54,1,7,.143,0,3,.000,3,3,1.000,0,1,1,1,0,0,1,1,5,-30,0
Paul Millsap,26:48,4,8,.500,1,2,.500,7,8,.875,3,8,11,1,1,1,3,3,16,-25,0
Al Horford,24:58,3,7,.429,2,3,.667,2,2,1.000,0,3,3,1,0,1,2,2,10,-22,0
Jeff Teague,23:02,3,10,.300,0,2,.000,8,9,.889,0,3,3,6,0,0,2,3,14,-17,0
Kyle Korver,19:30,3,7,.429,1,2,.500,0,0,nan,0,1,1,0,0,0,0,3,7,-27,0
Mike Scott,18:53,0,0,nan,0,0,nan,2,2,1.000,0,3,3,1,0,1,1,2,2,-16,0
Thabo Sefolosha,17:52,4,4,1.000,2,2,1.000,0,0,nan,0,2,2,2,0,0,1,1,10,-14,0
Tim Hardaway,17:38,1,5,.200,1,4,.250,1,2,.500,0,2,2,1,0,0,2,0,4,+11,0
Kris Humphries,15:21,4,8,.500,0,1,.000,4,4,1.000,3,6,9,1,1,0,0,1,12,+2,0
Mike Muscala,14:23,4,5,.800,2,2,1.000,0,0,nan,1,0,1,0,0,0,0,1,10,+4,0
Dennis Schroder,13:55,2,5,.400,1,3,.333,0,0,nan,1,0,1,3,0,0,2,3,5,-4,0
Kirk Hinrich,12:00,1,4,.250,1,2,.500,0,0,nan,0,2,2,0,0,0,0,2,3,+11,0
Lamar Patterson,8:46,0,1,.000,0,1,.000,0,0,nan,0,1,1,1,1,0,2,1,0,+2,0
Team Totals,240,30,71,.423,11,27,.407,27,30,.900,8,32,40,18,3,3,16,23,98,nan,0
J.R. Smith,28:28,8,14,.571,7,13,.538,0,0,nan,0,2,2,0,2,0,0,2,23,+29,1
LeBron James,28:08,9,15,.600,4,6,.667,5,9,.556,0,4,4,5,3,0,2,4,27,+24,1
Kevin Love,26:29,3,12,.250,3,4,.750,2,2,1.000,6,7,13,2,0,0,1,1,11,+25,1
Kyrie Irving,22:40,5,9,.556,4,5,.800,5,6,.833,0,2,2,6,1,0,1,2,19,+17,1
Tristan Thompson,19:19,1,5,.200,0,0,nan,3,4,.750,4,3,7,0,0,1,1,3,5,+18,1
Richard Jefferson,24:23,3,3,1.000,2,2,1.000,0,0,nan,0,2,2,3,0,0,2,2,8,+10,1
Channing Frye,20:11,5,7,.714,1,3,.333,1,2,.500,1,4,5,2,1,0,0,1,12,+7,1
Iman Shumpert,18:35,3,3,1.000,1,1,1.000,0,0,nan,0,2,2,3,0,0,0,2,7,+4,1
Matthew Dellavedova,13:20,1,7,.143,1,3,.333,0,0,nan,1,1,2,6,0,0,0,1,3,+19,1
Timofey Mozgov,12:51,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,-13,1
Mo Williams,12:00,2,5,.400,1,4,.250,0,0,nan,0,1,1,0,1,0,0,2,5,-11,1
James Jones,7:40,0,4,.000,0,2,.000,0,0,nan,0,1,1,0,0,0,1,0,0,-1,1
Dahntay Jones,5:56,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,0,3,-3,1
240,30,71,.423,11,27,.407,27,30,.900,8,32,40,18,3,3,16,23,98,nan,240,1
