Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:25,12,22,.545,1,5,.200,4,5,.800,2,8,10,8,1,2,3,1,29,+3,0
J.R. Smith,33:57,5,12,.417,5,10,.500,0,0,nan,1,4,5,0,1,0,1,4,15,-2,0
Kevin Love,26:03,6,16,.375,2,7,.286,6,10,.600,2,5,7,3,0,0,0,0,20,+11,0
Jae Crowder,23:48,1,7,.143,1,5,.200,3,3,1.000,2,4,6,2,0,1,0,3,6,+2,0
Jose Calderon,22:01,3,5,.600,1,2,.500,2,2,1.000,0,3,3,3,1,0,1,2,9,+8,0
Dwyane Wade,25:34,4,6,.667,1,1,1.000,0,0,nan,1,0,1,4,1,0,2,3,9,-12,0
Jeff Green,23:44,3,7,.429,0,1,.000,1,1,1.000,1,3,4,1,0,0,2,5,7,-17,0
Kyle Korver,22:26,1,5,.200,0,3,.000,1,1,1.000,0,3,3,1,0,0,0,2,3,-4,0
Cedi Osman,14:29,1,2,.500,0,0,nan,0,0,nan,0,5,5,0,0,0,2,2,2,-2,0
Channing Frye,8:36,1,3,.333,0,2,.000,0,0,nan,0,0,0,1,0,1,0,1,2,-7,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,85,.435,11,36,.306,17,22,.773,9,35,44,23,4,4,11,23,102,nan,0
Thaddeus Young,38:38,6,13,.462,1,4,.250,0,0,nan,5,2,7,2,4,0,2,2,13,-6,1
Victor Oladipo,36:15,11,24,.458,6,13,.462,5,10,.500,2,6,8,5,1,0,3,4,33,+1,1
Bojan Bogdanovic,35:29,3,11,.273,2,8,.250,2,2,1.000,0,2,2,1,0,0,1,3,10,-2,1
Myles Turner,31:59,5,11,.455,1,3,.333,4,5,.800,2,5,7,3,0,3,0,1,15,+5,1
Darren Collison,21:30,2,5,.400,2,3,.667,0,0,nan,1,4,5,3,0,0,1,4,6,-10,1
Cory Joseph,22:28,4,8,.500,2,4,.500,2,2,1.000,0,4,4,2,0,0,1,0,12,+16,1
Lance Stephenson,22:01,3,6,.500,1,3,.333,0,0,nan,0,7,7,4,1,0,0,2,7,-1,1
Domantas Sabonis,20:09,4,6,.667,0,0,nan,1,3,.333,2,7,9,1,0,0,0,2,9,+8,1
Damien Wilkins,8:02,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1,+7,1
T.J. Leaf,3:29,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,0,+2,1
Al Jefferson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ike Anigbogu,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,85,.435,11,36,.306,17,22,.773,9,35,44,23,4,4,11,23,102,nan,240,1
