Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:12,13,29,.448,4,7,.571,11,13,.846,4,9,13,4,0,0,2,1,41,+12,0
Mo Williams,36:46,4,11,.364,0,2,.000,3,3,1.000,0,2,2,7,4,0,3,4,11,+12,0
Delonte West,33:32,1,4,.250,0,2,.000,0,0,nan,0,2,2,1,0,0,3,3,2,+11,0
Ben Wallace,25:20,3,4,.750,0,0,nan,1,2,.500,1,3,4,1,0,1,0,0,7,-2,0
Zydrunas Ilgauskas,21:43,6,13,.462,0,0,nan,4,4,1.000,3,3,6,2,0,1,1,2,16,+3,0
Anderson Varejao,29:12,5,8,.625,0,0,nan,3,4,.750,1,3,4,1,1,3,1,5,13,+10,0
Daniel Gibson,25:42,3,7,.429,2,3,.667,0,0,nan,0,2,2,1,1,0,0,2,8,-5,0
Wally Szczerbiak,23:25,2,4,.500,0,2,.000,2,2,1.000,1,0,1,1,0,0,1,3,6,+13,0
J.J. Hickson,5:08,1,2,.500,0,0,nan,0,0,nan,2,0,2,0,0,0,0,0,2,-9,0
Team Totals,240,38,82,.463,6,16,.375,24,28,.857,12,24,36,18,6,5,11,20,106,nan,0
Luol Deng,45:20,8,17,.471,0,0,nan,4,4,1.000,3,4,7,0,0,1,2,1,20,-8,1
Derrick Rose,44:01,7,21,.333,0,2,.000,3,4,.750,3,2,5,9,1,0,3,2,17,-12,1
Ben Gordon,38:51,10,19,.526,1,4,.250,8,9,.889,0,4,4,3,0,0,3,1,29,-3,1
Tyrus Thomas,23:24,3,10,.300,0,0,nan,1,2,.500,6,2,8,1,1,3,1,5,7,-20,1
Aaron Gray,8:23,1,3,.333,0,0,nan,2,2,1.000,3,1,4,0,0,0,0,1,4,-7,1
Andres Nocioni,37:48,6,13,.462,4,7,.571,0,0,nan,1,4,5,0,1,1,4,5,16,+4,1
Joakim Noah,26:25,1,1,1.000,0,0,nan,2,2,1.000,1,2,3,4,1,2,1,4,4,+5,1
Thabo Sefolosha,15:48,0,1,.000,0,0,nan,0,0,nan,0,2,2,0,1,2,0,2,0,-4,1
240,38,82,.463,6,16,.375,24,28,.857,12,24,36,18,6,5,11,20,106,nan,240,1
