Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Daniel Gibson,40:50,5,10,.500,4,6,.667,1,2,.500,0,1,1,1,0,0,1,3,15,-3,0
Anthony Parker,38:47,1,4,.250,0,3,.000,0,0,nan,2,4,6,2,0,0,1,1,2,+11,0
LeBron James,38:31,9,23,.391,2,9,.222,12,17,.706,0,9,9,4,1,0,4,3,32,+1,0
Shaquille O'Neal,27:26,9,13,.692,0,0,nan,1,4,.250,1,4,5,2,0,1,4,5,19,-4,0
J.J. Hickson,13:16,0,4,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-17,0
Anderson Varejao,35:58,5,8,.625,0,0,nan,3,3,1.000,4,6,10,2,1,0,3,3,13,+12,0
Jawad Williams,22:27,1,4,.250,1,3,.333,0,0,nan,0,1,1,0,1,0,0,3,3,0,0
Zydrunas Ilgauskas,16:18,3,6,.500,0,0,nan,0,0,nan,2,4,6,2,1,1,0,2,6,+13,0
Jamario Moon,6:27,0,1,.000,0,1,.000,2,2,1.000,1,1,2,1,0,0,0,1,2,-8,0
Team Totals,240,33,73,.452,7,22,.318,19,28,.679,10,31,41,14,4,2,13,21,92,nan,0
Dwyane Wade,38:51,10,21,.476,3,5,.600,9,16,.563,3,7,10,5,3,1,2,1,32,+2,1
Rafer Alston,36:58,4,9,.444,2,3,.667,0,0,nan,0,5,5,4,0,1,1,3,10,-1,1
Quentin Richardson,36:04,1,5,.200,0,3,.000,0,0,nan,0,2,2,0,1,0,1,3,2,+8,1
Jermaine O'Neal,30:02,7,14,.500,0,0,nan,4,5,.800,4,4,8,1,0,2,4,4,18,-1,1
Michael Beasley,28:04,7,14,.500,0,2,.000,2,4,.500,3,4,7,2,0,0,1,4,16,-9,1
Udonis Haslem,29:05,4,10,.400,0,0,nan,2,2,1.000,2,7,9,1,0,0,0,1,10,+5,1
Joel Anthony,17:58,0,1,.000,0,0,nan,0,2,.000,1,2,3,0,1,2,1,4,0,0,1
Dorell Wright,17:38,1,2,.500,1,2,.500,0,0,nan,1,1,2,0,0,0,0,0,3,-8,1
Mario Chalmers,5:20,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-1,1
240,33,73,.452,7,22,.318,19,28,.679,10,31,41,14,4,2,13,21,92,nan,240,1
