Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyle Korver,33:04,1,3,.333,1,3,.333,1,1,1.000,0,5,5,1,1,1,2,1,4,+21,0
Al Horford,30:38,10,14,.714,0,2,.000,0,0,nan,0,2,2,4,0,2,1,1,20,+14,0
DeMarre Carroll,26:03,5,9,.556,3,6,.500,0,0,nan,0,4,4,0,0,0,1,3,13,+7,0
Paul Millsap,22:33,7,11,.636,0,1,.000,0,0,nan,2,6,8,4,1,0,0,2,14,+27,0
Dennis Schroder,22:06,4,6,.667,0,1,.000,2,2,1.000,0,2,2,10,0,0,1,1,10,+4,0
Mike Scott,25:10,5,7,.714,2,3,.667,3,4,.750,0,0,0,4,1,0,1,1,15,+5,0
Shelvin Mack,22:35,7,8,.875,6,6,1.000,4,4,1.000,0,2,2,3,0,0,1,0,24,+23,0
Kent Bazemore,19:54,3,7,.429,2,3,.667,1,2,.500,0,4,4,4,0,2,1,2,9,+23,0
Thabo Sefolosha,16:44,1,3,.333,1,1,1.000,0,0,nan,2,5,7,4,0,0,1,1,3,+4,0
Pero Antic,13:13,4,6,.667,1,2,.500,2,3,.667,2,2,4,2,0,0,0,4,11,+10,0
Mike Muscala,4:41,2,2,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,4,+5,0
John Jenkins,3:19,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+2,0
Elton Brand,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,49,76,.645,16,28,.571,13,16,.813,6,34,40,36,3,5,9,17,127,nan,0
Kyrie Irving,32:39,4,9,.444,0,3,.000,1,1,1.000,0,0,0,6,0,0,0,2,9,-13,1
Kevin Love,31:43,4,10,.400,2,6,.333,3,3,1.000,1,9,10,6,0,0,1,1,13,-20,1
LeBron James,29:02,8,16,.500,0,2,.000,5,7,.714,0,3,3,2,2,0,2,0,21,-18,1
Shawn Marion,20:48,2,5,.400,0,2,.000,2,2,1.000,3,0,3,2,0,0,2,1,6,-3,1
Anderson Varejao,20:32,2,4,.500,0,0,nan,0,0,nan,0,2,2,0,1,0,0,3,4,-15,1
Dion Waiters,26:38,9,18,.500,1,3,.333,2,2,1.000,2,1,3,4,0,0,0,3,21,-25,1
Tristan Thompson,22:32,3,3,1.000,0,0,nan,1,2,.500,2,3,5,1,0,0,0,2,7,-10,1
Matthew Dellavedova,21:03,2,7,.286,2,6,.333,0,0,nan,0,0,0,2,0,0,2,4,6,-21,1
Joe Harris,12:03,1,2,.500,1,2,.500,0,2,.000,0,2,2,0,0,0,1,0,3,-7,1
James Jones,12:00,2,5,.400,2,5,.400,0,0,nan,0,2,2,1,0,0,0,1,6,-9,1
A.J. Price,7:41,0,3,.000,0,1,.000,0,0,nan,2,0,2,0,0,0,0,0,0,-2,1
Lou Amundson,3:19,0,0,nan,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,0,2,-2,1
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,49,76,.645,16,28,.571,13,16,.813,6,34,40,36,3,5,9,17,127,nan,240,1
