Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:43,8,20,.400,0,3,.000,6,7,.857,2,10,12,19,0,0,3,2,22,+12,0
Cedi Osman,38:30,6,9,.667,2,5,.400,2,7,.286,1,5,6,5,3,0,2,4,16,+5,0
Tristan Thompson,30:45,5,7,.714,0,0,nan,0,2,.000,1,10,11,0,0,2,0,0,10,+21,0
J.R. Smith,28:54,3,6,.500,1,3,.333,0,0,nan,0,2,2,2,1,0,1,2,7,+4,0
Jose Calderon,20:29,5,7,.714,1,2,.500,0,0,nan,0,5,5,1,1,0,2,4,11,+2,0
Kyle Korver,32:20,9,16,.563,7,13,.538,5,5,1.000,0,3,3,0,1,1,1,2,30,+18,0
Jeff Green,32:03,9,16,.563,3,4,.750,3,3,1.000,1,2,3,3,0,1,0,0,24,+21,0
John Holland,13:56,1,5,.200,1,5,.200,0,0,nan,0,0,0,0,2,0,0,2,3,+5,0
London Perrantes,1:10,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,-4,0
Ante Zizic,1:10,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,1,0,-4,0
Kevin Love,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,46,86,.535,15,35,.429,16,24,.667,6,37,43,31,8,4,9,17,123,nan,0
Dennis Schroder,26:29,10,18,.556,2,8,.250,3,3,1.000,0,5,5,4,0,0,0,1,25,-7,1
Kent Bazemore,26:24,4,9,.444,4,4,1.000,1,2,.500,0,4,4,3,0,0,2,2,13,+6,1
Ersan Ilyasova,26:20,3,6,.500,2,3,.667,4,4,1.000,0,5,5,0,1,0,0,1,12,+13,1
Taurean Waller-Prince,24:59,5,16,.313,0,9,.000,5,5,1.000,1,2,3,0,0,0,1,1,15,-21,1
Miles Plumlee,12:49,1,1,1.000,0,0,nan,0,0,nan,0,3,3,1,0,0,1,0,2,-1,1
Tyler Dorsey,23:24,4,10,.400,3,7,.429,3,3,1.000,0,1,1,1,0,0,1,1,14,-12,1
Dewayne Dedmon,23:21,1,2,.500,1,2,.500,0,0,nan,0,4,4,2,1,1,0,2,3,-19,1
Malcolm Delaney,21:51,3,6,.500,2,4,.500,0,0,nan,1,2,3,3,1,1,2,2,8,-15,1
Isaiah Taylor,20:53,4,8,.500,2,5,.400,1,2,.500,1,4,5,4,0,0,3,3,11,+1,1
John Collins,20:23,1,3,.333,0,0,nan,0,0,nan,2,5,7,0,0,0,1,3,2,-25,1
Mike Muscala,13:07,1,4,.250,0,2,.000,0,0,nan,1,1,2,2,1,2,1,2,2,0,1
DeAndre' Bembry,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,46,86,.535,15,35,.429,16,24,.667,6,37,43,31,8,4,9,17,123,nan,240,1
