Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Channing Frye,40:56,9,17,.529,4,9,.444,0,0,nan,2,5,7,2,0,0,0,3,22,-7,0
Grant Hill,40:52,4,9,.444,0,2,.000,4,4,1.000,0,3,3,2,2,0,1,1,12,-11,0
Amar'e Stoudemire,34:28,5,14,.357,0,0,nan,4,4,1.000,3,9,12,0,1,1,3,3,14,-5,0
Steve Nash,31:52,5,12,.417,2,3,.667,2,2,1.000,2,3,5,5,1,0,6,1,14,-15,0
Jason Richardson,30:53,2,11,.182,2,6,.333,0,0,nan,0,7,7,4,1,1,1,1,6,-10,0
Jared Dudley,20:55,2,6,.333,1,2,.500,1,2,.500,1,2,3,1,0,0,0,2,6,-9,0
Goran Dragic,16:08,5,6,.833,1,1,1.000,3,5,.600,1,1,2,5,1,0,2,1,14,-2,0
Earl Clark,13:04,0,2,.000,0,0,nan,0,0,nan,0,0,0,2,1,1,1,1,0,-5,0
Robin Lopez,5:39,0,3,.000,0,0,nan,2,2,1.000,1,0,1,0,0,1,2,0,2,-16,0
Jarron Collins,5:13,0,0,nan,0,0,nan,0,2,.000,1,0,1,0,0,0,0,2,0,-5,0
Team Totals,240,32,80,.400,10,23,.435,16,21,.762,11,30,41,21,7,4,16,15,90,nan,0
LeBron James,34:37,6,15,.400,0,3,.000,0,0,nan,1,7,8,10,1,1,3,0,12,+19,1
Mo Williams,32:20,4,12,.333,2,8,.250,1,1,1.000,0,5,5,4,4,0,0,3,11,+3,1
Anthony Parker,24:17,4,7,.571,2,5,.400,0,0,nan,0,3,3,0,0,0,0,2,10,+11,1
J.J. Hickson,22:20,6,7,.857,0,0,nan,1,2,.500,1,7,8,0,0,0,2,3,13,+6,1
Shaquille O'Neal,20:34,5,10,.500,0,0,nan,2,5,.400,4,5,9,2,0,1,2,3,12,+4,1
Anderson Varejao,32:05,4,12,.333,0,0,nan,1,2,.500,5,3,8,2,3,3,1,2,9,+11,1
Delonte West,23:43,4,8,.500,0,0,nan,0,0,nan,0,0,0,6,2,1,0,1,8,+6,1
Zydrunas Ilgauskas,20:13,6,10,.600,0,0,nan,2,2,1.000,3,3,6,0,1,0,2,3,14,+9,1
Daniel Gibson,15:41,3,6,.500,2,3,.667,2,2,1.000,1,0,1,4,0,0,0,0,10,+14,1
Jamario Moon,12:35,3,6,.500,0,3,.000,2,2,1.000,0,3,3,0,0,3,0,0,8,-6,1
Danny Green,0:49,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,1,0,+4,1
Darnell Jackson,0:49,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,1,0,0,0,+4,1
240,32,80,.400,10,23,.435,16,21,.762,11,30,41,21,7,4,16,15,90,nan,240,1
