Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Paul Millsap,35:45,7,16,.438,2,4,.500,5,6,.833,1,4,5,1,0,0,3,5,21,+10,0
Thabo Sefolosha,35:22,2,6,.333,1,3,.333,0,0,nan,2,3,5,1,1,0,1,3,5,-7,0
Kent Bazemore,32:36,8,13,.615,4,6,.667,5,7,.714,1,5,6,3,0,0,1,2,25,-6,0
Dennis Schroder,32:09,10,16,.625,3,6,.500,5,5,1.000,1,1,2,6,0,0,4,3,28,+2,0
Dwight Howard,26:59,3,5,.600,0,0,nan,1,4,.250,2,15,17,2,0,3,3,4,7,+4,0
Tim Hardaway,28:48,3,11,.273,1,7,.143,1,2,.500,1,1,2,2,0,0,1,0,8,+13,0
Mike Muscala,22:00,5,8,.625,0,2,.000,0,0,nan,3,0,3,2,0,1,2,0,10,-6,0
Malcolm Delaney,13:54,2,3,.667,0,0,nan,0,0,nan,0,4,4,4,0,0,3,2,4,+3,0
Taurean Waller-Prince,8:37,1,2,.500,0,0,nan,0,0,nan,0,4,4,0,0,0,1,1,2,+8,0
Kris Humphries,3:50,0,1,.000,0,1,.000,0,0,nan,0,2,2,1,0,0,0,1,0,-1,0
Kyle Korver,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ryan Kelly,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
DeAndre' Bembry,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,81,.506,11,29,.379,17,24,.708,11,39,50,22,1,4,19,21,110,nan,0
Kyrie Irving,39:28,11,27,.407,1,7,.143,6,7,.857,0,1,1,4,0,1,0,3,29,-5,1
Kevin Love,38:10,7,17,.412,0,4,.000,10,11,.909,6,6,12,3,3,0,2,4,24,-9,1
LeBron James,36:52,8,17,.471,2,5,.400,5,5,1.000,2,7,9,5,3,0,1,3,23,+7,1
J.R. Smith,31:32,2,13,.154,2,10,.200,0,0,nan,1,1,2,3,2,0,1,1,6,-2,1
Tristan Thompson,24:57,0,0,nan,0,0,nan,0,2,.000,0,2,2,0,1,0,0,3,0,-15,1
Channing Frye,26:56,5,15,.333,3,8,.375,0,0,nan,2,5,7,1,0,0,0,0,13,+11,1
Iman Shumpert,21:45,2,4,.500,1,2,.500,0,0,nan,2,3,5,4,2,0,2,2,5,-2,1
Mike Dunleavy,13:29,1,4,.250,1,4,.250,0,0,nan,0,1,1,1,1,0,0,2,3,-7,1
Richard Jefferson,6:51,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,2,3,+2,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kay Felder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Chris Andersen,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,81,.506,11,29,.379,17,24,.708,11,39,50,22,1,4,19,21,110,nan,240,1
