Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Joe Johnson,39:28,5,11,.455,2,5,.400,5,5,1.000,0,3,3,1,2,0,6,3,17,+2,0
Brook Lopez,37:30,10,15,.667,0,0,nan,2,5,.400,1,8,9,2,1,2,2,5,22,+5,0
Thaddeus Young,35:53,7,16,.438,0,1,.000,2,4,.500,2,10,12,0,1,0,0,3,16,-1,0
Jarrett Jack,35:24,3,13,.231,2,5,.400,4,4,1.000,0,5,5,14,0,0,3,2,12,+6,0
Rondae Hollis-Jefferson,29:45,2,4,.500,0,0,nan,2,2,1.000,3,7,10,1,5,1,0,3,6,-4,0
Andrea Bargnani,16:29,3,9,.333,0,1,.000,0,0,nan,0,1,1,0,0,0,2,1,6,-3,0
Bojan Bogdanovic,13:49,1,4,.250,0,1,.000,0,0,nan,1,3,4,0,0,0,1,1,2,-2,0
Shane Larkin,12:36,2,5,.400,0,0,nan,3,4,.750,0,1,1,3,0,0,2,0,7,-8,0
Wayne Ellington,10:26,0,4,.000,0,4,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Thomas Robinson,6:08,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,1,0,0,0,-5,0
Sergey Karasev,2:32,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Willie Reed,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Markel Brown,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,81,.407,4,17,.235,18,24,.750,8,38,46,21,9,4,16,18,88,nan,0
J.R. Smith,38:48,3,12,.250,0,4,.000,0,2,.000,0,5,5,1,3,4,2,5,6,0,1
LeBron James,35:43,10,22,.455,1,6,.167,5,6,.833,2,7,9,5,1,0,2,0,26,-1,1
Kevin Love,34:00,8,14,.571,6,11,.545,4,4,1.000,0,7,7,2,0,1,3,4,26,+5,1
Mo Williams,28:26,7,13,.538,0,1,.000,0,0,nan,0,2,2,1,2,1,3,3,14,-1,1
Timofey Mozgov,17:16,1,7,.143,0,1,.000,0,0,nan,3,3,6,2,2,1,3,3,2,+5,1
Tristan Thompson,31:37,4,11,.364,0,0,nan,2,5,.400,6,5,11,2,0,0,2,3,10,+1,1
Matthew Dellavedova,25:23,1,5,.200,1,2,.500,0,0,nan,1,3,4,6,0,0,3,1,3,0,1
Richard Jefferson,17:32,0,2,.000,0,1,.000,0,0,nan,0,1,1,1,1,2,0,0,0,-2,1
James Jones,6:01,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,0,0,2,0,0,3,0,1
Anderson Varejao,4:16,0,0,nan,0,0,nan,0,0,nan,0,3,3,0,0,0,1,0,0,0,1
Jared Cunningham,0:59,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,81,.407,4,17,.235,18,24,.750,8,38,46,21,9,4,16,18,88,nan,240,1
