Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Josh Smith,38:38,9,16,.563,0,0,nan,2,7,.286,3,4,7,4,0,3,2,2,20,-8,0
Marvin Williams,38:15,7,10,.700,0,2,.000,1,1,1.000,1,6,7,1,3,0,1,3,15,-17,0
Joe Johnson,37:03,6,17,.353,1,5,.200,0,0,nan,0,3,3,5,0,0,0,1,13,-9,0
Al Horford,36:58,5,13,.385,0,0,nan,3,3,1.000,2,6,8,3,0,2,0,2,13,-8,0
Mike Bibby,21:12,2,7,.286,1,2,.500,0,0,nan,1,1,2,3,1,0,2,5,5,0,0
Jamal Crawford,33:31,6,18,.333,2,7,.286,3,4,.750,0,3,3,2,2,0,1,1,17,+3,0
Maurice Evans,13:59,1,5,.200,1,2,.500,0,0,nan,1,0,1,1,0,0,0,2,3,+8,0
Zaza Pachulia,10:49,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,2,0,+3,0
Joe Smith,9:35,1,4,.250,0,0,nan,0,0,nan,1,3,4,0,0,0,0,4,2,+3,0
Team Totals,240,37,90,.411,5,18,.278,9,15,.600,9,27,36,19,6,5,7,22,88,nan,0
Mo Williams,40:04,7,14,.500,3,7,.429,7,7,1.000,0,4,4,2,1,4,2,3,24,+9,1
LeBron James,38:22,11,20,.550,1,3,.333,4,7,.571,0,13,13,6,2,0,2,1,27,+11,1
Antawn Jamison,35:00,5,11,.455,1,3,.333,1,2,.500,1,6,7,0,0,1,1,3,12,+3,1
J.J. Hickson,30:04,4,10,.400,0,0,nan,0,0,nan,7,9,16,1,0,2,1,2,8,+9,1
Anthony Parker,23:33,1,7,.143,1,5,.200,0,0,nan,0,1,1,2,0,0,1,1,3,+4,1
Zydrunas Ilgauskas,26:46,2,7,.286,0,0,nan,1,2,.500,6,4,10,2,0,1,1,5,5,+3,1
Delonte West,26:05,3,10,.300,0,1,.000,3,4,.750,0,3,3,1,0,0,0,1,9,0,1
Leon Powe,12:49,0,0,nan,0,0,nan,3,4,.750,0,1,1,0,1,1,1,0,3,-6,1
Jawad Williams,4:11,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-4,1
Jamario Moon,3:06,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,-4,1
240,37,90,.411,5,18,.278,9,15,.600,9,27,36,19,6,5,7,22,88,nan,240,1
