Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Landry Fields,34:56,3,5,.600,0,0,nan,1,2,.500,1,4,5,4,1,0,0,3,7,-2,0
Amir Johnson,32:00,6,9,.667,0,0,nan,3,3,1.000,2,4,6,2,1,1,2,6,15,+2,0
DeMar DeRozan,31:36,5,10,.500,0,1,.000,2,4,.500,0,2,2,7,1,0,1,4,12,+2,0
Jose Calderon,30:50,6,9,.667,5,6,.833,0,0,nan,0,0,0,3,1,0,0,0,17,-15,0
Ed Davis,24:19,5,8,.625,0,0,nan,3,4,.750,2,3,5,2,0,0,1,4,13,-10,0
Alan Anderson,35:47,7,18,.389,4,12,.333,2,2,1.000,0,1,1,2,0,0,1,1,20,-11,0
Kyle Lowry,28:00,4,11,.364,2,4,.500,3,3,1.000,1,3,4,1,1,0,2,5,13,-2,0
Terrence Ross,25:34,7,16,.438,2,7,.286,0,0,nan,0,2,2,2,2,0,1,3,16,-3,0
John Lucas III,10:46,1,2,.500,1,1,1.000,0,0,nan,0,1,1,3,0,0,0,1,3,+2,0
Aaron Gray,6:57,0,0,nan,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,0,-1,0
Quincy Acy,4:15,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,2,0,+3,0
Team Totals,265,44,88,.500,14,31,.452,14,18,.778,7,21,28,26,8,1,8,30,116,nan,0
LeBron James,44:50,12,23,.522,1,5,.200,6,7,.857,1,9,10,11,0,0,3,1,31,+9,1
Chris Bosh,40:35,3,7,.429,0,0,nan,6,12,.500,4,8,12,1,0,1,1,2,12,+18,1
Dwyane Wade,40:00,13,19,.684,0,1,.000,9,15,.600,2,3,5,7,0,1,3,4,35,+10,1
Mario Chalmers,33:32,5,10,.500,3,6,.500,1,2,.500,1,0,1,3,2,0,2,6,14,+4,1
Udonis Haslem,18:46,1,1,1.000,0,0,nan,0,0,nan,3,7,10,1,1,1,1,3,2,-2,1
Ray Allen,29:22,7,10,.700,4,7,.571,0,0,nan,0,2,2,0,0,0,1,0,18,-6,1
Shane Battier,26:20,1,3,.333,1,2,.500,0,0,nan,3,4,7,1,1,0,1,2,3,+11,1
Norris Cole,16:03,2,3,.667,0,0,nan,2,2,1.000,1,0,1,1,1,0,0,3,6,-4,1
Joel Anthony,10:14,1,2,.500,0,0,nan,0,0,nan,1,2,3,0,0,0,1,0,2,-4,1
Mike Miller,5:19,0,4,.000,0,1,.000,0,0,nan,0,2,2,1,0,0,0,0,0,-1,1
265,44,88,.500,14,31,.452,14,18,.778,7,21,28,26,8,1,8,30,116,nan,265,1
