Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
John Salmons,43:24,10,14,.714,1,4,.250,1,2,.500,1,6,7,5,1,0,2,3,22,+2,0
Beno Udrih,43:13,5,12,.417,1,3,.333,0,0,nan,1,2,3,9,0,0,4,3,11,+4,0
Brad Miller,43:00,7,15,.467,0,2,.000,3,3,1.000,0,5,5,7,0,1,3,3,17,+6,0
Mikki Moore,38:47,5,8,.625,0,0,nan,1,1,1.000,3,8,11,1,0,0,4,4,11,-8,0
Francisco Garcia,32:28,7,13,.538,1,4,.250,0,0,nan,0,4,4,4,0,0,6,4,15,-1,0
Dahntay Jones,18:09,3,6,.500,0,1,.000,1,2,.500,0,3,3,0,0,1,1,1,7,-6,0
Justin Williams,12:14,4,5,.800,0,0,nan,0,4,.000,4,4,8,0,0,0,0,2,8,-3,0
Quincy Douby,6:46,0,2,.000,0,1,.000,0,0,nan,0,0,0,1,1,0,1,1,0,-11,0
Spencer Hawes,1:59,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,2,-3,0
Team Totals,240,42,76,.553,3,15,.200,6,12,.500,9,32,41,27,2,2,21,23,93,nan,0
LeBron James,45:21,7,18,.389,1,6,.167,9,12,.750,1,7,8,10,5,1,3,1,24,+7,1
Zydrunas Ilgauskas,31:41,4,15,.267,0,0,nan,6,7,.857,8,7,15,2,1,0,1,5,14,+9,1
Larry Hughes,27:08,2,11,.182,0,1,.000,0,0,nan,0,2,2,2,1,0,1,2,4,-13,1
Drew Gooden,26:26,4,11,.364,0,0,nan,1,2,.500,3,3,6,0,0,0,0,2,9,-7,1
Sasha Pavlovic,18:16,4,11,.364,1,1,1.000,0,2,.000,5,1,6,0,0,0,0,1,9,-9,1
Anderson Varejao,31:49,5,9,.556,0,0,nan,1,1,1.000,2,2,4,2,2,1,1,3,11,+11,1
Daniel Gibson,30:48,4,9,.444,3,7,.429,2,3,.667,0,1,1,5,2,0,1,0,13,+14,1
Devin Brown,22:39,5,7,.714,0,1,.000,3,4,.750,0,1,1,3,2,0,0,1,13,+13,1
Dwayne Jones,5:52,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
240,42,76,.553,3,15,.200,6,12,.500,9,32,41,27,2,2,21,23,93,nan,240,1
